source,degeneracy_id,formula,is_ring,used_in_objective,log_P_exist,P_exist,individual_loss,C#C,C-C,C-O,C=C,C=O
positive,C12H25O4_001,C12H25O4,False,True,-0.5891135113147393,0.5548189074771592,0.19818620513983012,0,11,2,0,0
positive,C12H25O_001,C12H25O,False,True,-0.544749047734862,0.579987314208684,0.17641065622563476,0,11,1,0,0
positive,C12H25_001,C12H25,False,True,-0.5003845841549848,0.6062974424800961,0.15500170379771325,0,11,0,0,0
positive,C12H26O2_001,C12H26O2,False,True,-0.544749047734862,0.579987314208684,0.17641065622563476,0,11,1,0,0
positive,C12H26_001,C12H26,False,True,-0.5003845841549848,0.6062974424800961,0.15500170379771325,0,11,0,0,0
positive,C13H25O_001,C13H25O,False,True,-0.567923800322783,0.5667008021552261,0.18774819485292452,0,12,0,0,1
positive,C13H25_001,C13H25,False,True,-0.5280203485859899,0.5897713564775862,0.16828753996623969,0,11,0,1,0
positive,C13H26O3_001,C13H26O3,False,True,-0.6122882639026602,0.542108960343679,0.20966420419754658,0,12,1,0,1
positive,C13H26O_001,C13H26O,False,True,-0.567923800322783,0.5667008021552261,0.18774819485292452,0,12,0,0,1
positive,C13H26O_002,C13H26O,True,True,-0.6346030189651924,0.5301459044189395,0.22076287113429635,0,12,2,0,0
positive,C13H26_001,C13H26,False,True,-0.5280203485859899,0.5897713564775862,0.16828753996623969,0,11,0,1,0
positive,C13H27O2_001,C13H27O2,False,True,-0.5902385553853151,0.5541950627472672,0.19874204207891308,0,12,1,0,0
positive,C13H27O2_002,C13H27O2,False,True,-0.5902385553853151,0.5541950627472672,0.19874204207891308,0,12,1,0,0
positive,C13H27O4_001,C13H27O4,False,True,-0.6346030189651924,0.5301459044189395,0.22076287113429635,0,12,2,0,0
positive,C13H27O_001,C13H27O,False,True,-0.5902385553853151,0.5541950627472672,0.19874204207891308,0,12,1,0,0
positive,C13H27_001,C13H27,False,True,-0.5458740918054379,0.5793351698341913,0.17695889933842868,0,12,0,0,0
positive,C13H28O2_001,C13H28O2,False,True,-0.5902385553853151,0.5541950627472672,0.19874204207891308,0,12,1,0,0
positive,C13H28_001,C13H28,False,True,-0.5458740918054379,0.5793351698341913,0.17695889933842868,0,12,0,0,0
positive,C14H27O_001,C14H27O,False,True,-0.6134133079732362,0.5414994068238187,0.2102227939429101,0,13,0,0,1
positive,C14H27_001,C14H27,False,True,-0.573509856236443,0.5635440050194513,0.1904938355544607,0,12,0,1,0
positive,C14H28O3_001,C14H28O3,False,True,-0.6577777715531135,0.518001173359151,0.23232286888315523,0,13,1,0,1
positive,C14H28O_001,C14H28O,False,True,-0.6134133079732362,0.5414994068238187,0.2102227939429101,0,13,0,0,1
positive,C14H28O_002,C14H28O,True,True,-0.6800925266156457,0.5065701189784088,0.2434730474849817,0,13,2,0,0
positive,C14H28_001,C14H28,False,True,-0.573509856236443,0.5635440050194513,0.1904938355544607,0,12,0,1,0
positive,C14H29O2_001,C14H29O2,False,True,-0.6357280630357683,0.5295498022960874,0.22132338851965047,0,13,1,0,0
positive,C14H29O2_002,C14H29O2,False,True,-0.6357280630357683,0.5295498022960874,0.22132338851965047,0,13,1,0,0
positive,C14H29O4_001,C14H29O4,False,True,-0.6800925266156457,0.5065701189784088,0.2434730474849817,0,13,2,0,0
positive,C14H29O_001,C14H29O,False,True,-0.6357280630357683,0.5295498022960874,0.22132338851965047,0,13,1,0,0
positive,C14H29_001,C14H29,False,True,-0.5913635994558911,0.5535719194755296,0.199298031080763,0,13,0,0,0
positive,C14H30O2_001,C14H30O2,False,True,-0.6357280630357683,0.5295498022960874,0.22132338851965047,0,13,1,0,0
positive,C14H30_001,C14H30,False,True,-0.5913635994558911,0.5535719194755296,0.199298031080763,0,13,0,0,0
positive,C15H29O_001,C15H29O,False,True,-0.6589028156236894,0.5174187269109081,0.23288468513628874,0,14,0,0,1
positive,C15H29_001,C15H29,False,True,-0.6189993638868962,0.5384829936301473,0.21299794716859066,0,13,0,1,0
positive,C15H30O3_001,C15H30O3,False,True,-0.7032672792035666,0.4949654686234073,0.2550598778827746,0,14,1,0,1
positive,C15H30O_001,C15H30O,False,True,-0.6589028156236894,0.5174187269109081,0.23288468513628874,0,14,0,0,1
positive,C15H30O_002,C15H30O,True,True,-0.7255820342660988,0.4840427574802401,0.26621187610859426,0,14,2,0,0
positive,C15H30_001,C15H30,False,True,-0.6189993638868962,0.5384829936301473,0.21299794716859066,0,13,0,1,0
positive,C15H31O2_001,C15H31O2,False,True,-0.6812175706862215,0.5060005257385488,0.24403548057059019,0,14,1,0,0
positive,C15H31O2_002,C15H31O2,False,True,-0.6812175706862215,0.5060005257385488,0.24403548057059019,0,14,1,0,0
positive,C15H31O4_001,C15H31O4,False,True,-0.7255820342660988,0.4840427574802401,0.26621187610859426,0,14,2,0,0
positive,C15H31O_001,C15H31O,False,True,-0.6812175706862215,0.5060005257385488,0.24403548057059019,0,14,1,0,0
positive,C15H31_001,C15H31,False,True,-0.6368531071063442,0.528954370437285,0.22188398513013452,0,14,0,0,0
positive,C15H32O2_001,C15H32O2,False,True,-0.6812175706862215,0.5060005257385488,0.24403548057059019,0,14,1,0,0
positive,C15H32_001,C15H32,False,True,-0.6368531071063442,0.528954370437285,0.22188398513013452,0,14,0,0,0
positive,C16H31_001,C16H31,False,True,-0.6644888715373494,0.5145364547332498,0.235674853782962,0,14,0,1,0
positive,C16H32O3_001,C16H32O3,False,True,-0.7487567868540198,0.47295417024031955,0.2777773066670701,0,15,1,0,1
positive,C16H32O_001,C16H32O,True,True,-0.771071541916552,0.46251719612198605,0.2888877644645716,0,15,2,0,0
positive,C16H32_001,C16H32,False,True,-0.6644888715373494,0.5145364547332498,0.235674853782962,0,14,0,1,0
positive,C16H33O2_001,C16H33O2,False,True,-0.7267070783366747,0.4834984942634914,0.26677380542808055,0,15,1,0,0
positive,C16H33O2_002,C16H33O2,False,True,-0.7267070783366747,0.4834984942634914,0.26677380542808055,0,15,1,0,0
positive,C16H33O4_001,C16H33O4,False,True,-0.771071541916552,0.46251719612198605,0.2888877644645716,0,15,2,0,0
positive,C16H33O_001,C16H33O,False,True,-0.7267070783366747,0.4834984942634914,0.26677380542808055,0,15,1,0,0
positive,C16H33_001,C16H33,False,True,-0.6823426147567975,0.5054315729558471,0.24459792902892763,0,15,0,0,0
positive,C16H34O2_001,C16H34O2,False,True,-0.7267070783366747,0.4834984942634914,0.26677380542808055,0,15,1,0,0
positive,C16H34_001,C16H34,False,True,-0.6823426147567975,0.5054315729558471,0.24459792902892763,0,15,0,0,0
positive,C2H2O_001,C2H2O,False,True,-0.04968547294835017,0.9515286589432413,0.002349470903840617,0,0,0,1,1
positive,C2H2_001,C2H2,False,True,-0.018660553477440615,0.9815124766993998,0.00034178851779023597,1,0,0,0,0
positive,C2H3O2_001,C2H3O2,False,True,-0.11190367974767551,0.8941303762162506,0.011208377240112642,0,1,1,0,1
positive,C2H3O3_001,C2H3O3,False,True,-0.11190367974767551,0.8941303762162506,0.011208377240112642,0,1,1,0,1
positive,C2H3O_001,C2H3O,False,True,-0.07200022801088235,0.9305306836400593,0.004825985915517523,0,0,1,1,0
positive,C2H3O_002,C2H3O,False,True,-0.06753921616779825,0.9346910648956434,0.004265257004465068,0,1,0,0,1
positive,C2H3_001,C2H3,False,True,-0.027635764431005082,0.9727426097413359,0.0007429653237131186,0,0,0,1,0
positive,C2H4O3_001,C2H4O3,False,True,-0.11190367974767551,0.8941303762162506,0.011208377240112642,0,1,1,0,1
positive,C2H4O_001,C2H4O,False,True,-0.06753921616779825,0.9346910648956434,0.004265257004465068,0,1,0,0,1
positive,C2H4O_002,C2H4O,True,True,-0.13421843481020768,0.8743990445520368,0.015775600009441247,0,1,2,0,0
positive,C2H4_001,C2H4,False,True,-0.027635764431005082,0.9727426097413359,0.0007429653237131186,0,0,0,1,0
positive,C2H5O2_001,C2H5O2,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H5O2_002,C2H5O2,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H5O3_001,C2H5O3,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H5O4_001,C2H5O4,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H5O_001,C2H5O,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H5O_002,C2H5O,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H5_001,C2H5,False,True,-0.04548950765045316,0.9555296282702199,0.0019776139617848233,0,1,0,0,0
positive,C2H6O2_001,C2H6O2,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H6O_001,C2H6O,False,True,-0.08985397123033043,0.9140646552627681,0.007384883475106883,0,1,1,0,0
positive,C2H6_001,C2H6,False,True,-0.04548950765045316,0.9555296282702199,0.0019776139617848233,0,1,0,0,0
positive,C2HO_001,C2HO,False,True,-0.04968547294835017,0.9515286589432413,0.002349470903840617,0,0,0,1,1
positive,C2H_001,C2H,False,True,-0.018660553477440615,0.9815124766993998,0.00034178851779023597,1,0,0,0,0
positive,C3H2_001,C3H2,False,True,-0.09097901530090632,0.9130368705022248,0.007562585892046816,0,2,0,0,0
positive,C3H3O_001,C3H3O,False,True,-0.09517498059880333,0.9092138257684964,0.008242129431592927,0,1,0,1,1
positive,C3H3_001,C3H3,False,True,-0.09097901530090632,0.9130368705022248,0.007562585892046816,0,2,0,0,0
positive,C3H4O_001,C3H4O,False,True,-0.09517498059880333,0.9092138257684964,0.008242129431592927,0,1,0,1,1
positive,C3H4_001,C3H4,False,True,-0.055271528862010165,0.9462281848063848,0.0028914081092163042,0,0,0,2,0
positive,C3H4_002,C3H4,False,True,-0.06415006112789377,0.9378642520031604,0.00386085117912676,1,1,0,0,0
positive,C3H5O2_001,C3H5O2,False,True,-0.11302872381825141,0.8931250057872301,0.011422264387979603,0,2,0,0,1
positive,C3H5O3_001,C3H5O3,False,True,-0.1573931873981287,0.8543680660110259,0.021208660197368914,0,2,1,0,1
positive,C3H5O_001,C3H5O,False,True,-0.11748973566133551,0.8891496382326195,0.012287802703959133,0,1,1,1,0
positive,C3H5O_002,C3H5O,False,True,-0.11748973566133551,0.8891496382326195,0.012287802703959133,0,1,1,1,0
positive,C3H5O_003,C3H5O,False,True,-0.11302872381825141,0.8931250057872301,0.011422264387979603,0,2,0,0,1
positive,C3H5_001,C3H5,False,True,-0.07312527208145825,0.9294843842887422,0.004972452059137781,0,1,0,1,0
positive,C3H6O3_001,C3H6O3,False,True,-0.1573931873981287,0.8543680660110259,0.021208660197368914,0,2,1,0,1
positive,C3H6O_001,C3H6O,False,True,-0.11748973566133551,0.8891496382326195,0.012287802703959133,0,1,1,1,0
positive,C3H6O_002,C3H6O,False,True,-0.11302872381825141,0.8931250057872301,0.011422264387979603,0,2,0,0,1
positive,C3H6O_003,C3H6O,True,True,-0.17970794246066085,0.8355141940006432,0.027055580375258043,0,2,2,0,0
positive,C3H6_001,C3H6,False,True,-0.07312527208145825,0.9294843842887422,0.004972452059137781,0,1,0,1,0
positive,C3H7O2_001,C3H7O2,False,True,-0.13534347888078357,0.8734158602581796,0.016023544434176706,0,2,1,0,0
positive,C3H7O2_002,C3H7O2,False,True,-0.13534347888078357,0.8734158602581796,0.016023544434176706,0,2,1,0,0
positive,C3H7O3_001,C3H7O3,False,True,-0.13534347888078357,0.8734158602581796,0.016023544434176706,0,2,1,0,0
positive,C3H7O4_001,C3H7O4,False,True,-0.17970794246066085,0.8355141940006432,0.027055580375258043,0,2,2,0,0
positive,C3H7O_001,C3H7O,False,True,-0.13534347888078357,0.8734158602581796,0.016023544434176706,0,2,1,0,0
positive,C3H7O_002,C3H7O,False,True,-0.13534347888078357,0.8734158602581796,0.016023544434176706,0,2,1,0,0
positive,C3H7_001,C3H7,False,True,-0.09097901530090632,0.9130368705022248,0.007562585892046816,0,2,0,0,0
positive,C3H8O2_001,C3H8O2,False,True,-0.13534347888078357,0.8734158602581796,0.016023544434176706,0,2,1,0,0
positive,C3H8_001,C3H8,False,True,-0.09097901530090632,0.9130368705022248,0.007562585892046816,0,2,0,0,0
positive,C4H10O2_001,C4H10O2,False,True,-0.18083298653123675,0.8345747322778128,0.027365519200957325,0,3,1,0,0
positive,C4H10_001,C4H10,False,True,-0.13646852295135947,0.8724337814679958,0.01627314011055506,0,3,0,0,0
positive,C4H5O_001,C4H5O,False,True,-0.14066448824925648,0.8687807489547159,0.01721849184488529,0,2,0,1,1
positive,C4H6O_001,C4H6O,False,True,-0.14066448824925648,0.8687807489547159,0.01721849184488529,0,2,0,1,1
positive,C4H6_001,C4H6,False,True,-0.10076103651246332,0.9041490656868498,0.009187401608703828,0,1,0,2,0
positive,C4H7O2_001,C4H7O2,False,True,-0.15851823146870456,0.85340740477871,0.02148938897371297,0,3,0,0,1
positive,C4H7O3_001,C4H7O3,False,True,-0.2028826950485818,0.8163740005214624,0.0337185076844919,0,3,1,0,1
positive,C4H7O3_002,C4H7O3,False,True,-0.2028826950485818,0.8163740005214624,0.0337185076844919,0,3,1,0,1
positive,C4H7O_001,C4H7O,False,True,-0.16297924331178865,0.8496088232970156,0.02261750603010828,0,2,1,1,0
positive,C4H7O_002,C4H7O,False,True,-0.16297924331178865,0.8496088232970156,0.02261750603010828,0,2,1,1,0
positive,C4H7O_003,C4H7O,False,True,-0.15851823146870456,0.85340740477871,0.02148938897371297,0,3,0,0,1
positive,C4H7_001,C4H7,False,True,-0.11861477973191141,0.8881498682023962,0.012510451983141348,0,2,0,1,0
positive,C4H8O2_001,C4H8O2,False,True,-0.16297924331178865,0.8496088232970156,0.02261750603010828,0,2,1,1,0
positive,C4H8O2_002,C4H8O2,False,True,-0.15851823146870456,0.85340740477871,0.02148938897371297,0,3,0,0,1
positive,C4H8O3_001,C4H8O3,False,True,-0.2028826950485818,0.8163740005214624,0.0337185076844919,0,3,1,0,1
positive,C4H8O4_001,C4H8O4,False,True,-0.20734370689166592,0.8127402575481144,0.03506621114314652,0,2,2,1,0
positive,C4H8O_001,C4H8O,False,True,-0.16297924331178865,0.8496088232970156,0.02261750603010828,0,2,1,1,0
positive,C4H8O_002,C4H8O,False,True,-0.15851823146870456,0.85340740477871,0.02148938897371297,0,3,0,0,1
positive,C4H8O_003,C4H8O,True,True,-0.225197450111114,0.7983585672079271,0.04065926741844006,0,3,2,0,0
positive,C4H8_001,C4H8,False,True,-0.11861477973191141,0.8881498682023962,0.012510451983141348,0,2,0,1,0
positive,C4H9O2_001,C4H9O2,False,True,-0.18083298653123675,0.8345747322778128,0.027365519200957325,0,3,1,0,0
positive,C4H9O2_002,C4H9O2,False,True,-0.18083298653123675,0.8345747322778128,0.027365519200957325,0,3,1,0,0
positive,C4H9O3_001,C4H9O3,False,True,-0.18083298653123675,0.8345747322778128,0.027365519200957325,0,3,1,0,0
positive,C4H9O4_001,C4H9O4,False,True,-0.225197450111114,0.7983585672079271,0.04065926741844006,0,3,2,0,0
positive,C4H9O_001,C4H9O,False,True,-0.18083298653123675,0.8345747322778128,0.027365519200957325,0,3,1,0,0
positive,C4H9O_002,C4H9O,False,True,-0.18083298653123675,0.8345747322778128,0.027365519200957325,0,3,1,0,0
positive,C4H9_001,C4H9,False,True,-0.13646852295135947,0.8724337814679958,0.01627314011055506,0,3,0,0,0
positive,C5H10O2_001,C5H10O2,False,True,-0.20846875096224182,0.8118264031000962,0.03540930257024747,0,3,1,1,0
positive,C5H10O3_001,C5H10O3,False,True,-0.24837220269903498,0.7800695452477453,0.048369404927533555,0,4,1,0,1
positive,C5H10O_001,C5H10O,False,True,-0.20400773911915773,0.815456060251254,0.034056465697988814,0,4,0,0,1
positive,C5H10O_002,C5H10O,True,True,-0.27068695776156715,0.762855264950536,0.05623762536168047,0,4,2,0,0
positive,C5H10_001,C5H10,False,True,-0.16410428738236454,0.8486535134116805,0.022905759002628378,0,3,0,1,0
positive,C5H11O2_001,C5H11O2,False,True,-0.22632249418168993,0.7974608836971367,0.04102209363274477,0,4,1,0,0
positive,C5H11O2_002,C5H11O2,False,True,-0.22632249418168993,0.7974608836971367,0.04102209363274477,0,4,1,0,0
positive,C5H11O4_001,C5H11O4,False,True,-0.27068695776156715,0.762855264950536,0.05623762536168047,0,4,2,0,0
positive,C5H11O_001,C5H11O,False,True,-0.22632249418168993,0.7974608836971367,0.04102209363274477,0,4,1,0,0
positive,C5H11_001,C5H11,False,True,-0.18195803060181265,0.8336363268964964,0.02767687172848942,0,4,0,0,0
positive,C5H12O2_001,C5H12O2,False,True,-0.22632249418168993,0.7974608836971367,0.04102209363274477,0,4,1,0,0
positive,C5H12_001,C5H12,False,True,-0.18195803060181265,0.8336363268964964,0.02767687172848942,0,4,0,0,0
positive,C5H7O_001,C5H7O,False,True,-0.18615399589970963,0.830145746097023,0.02885046756893699,0,3,0,1,1
positive,C5H8O_001,C5H8O,False,True,-0.18615399589970963,0.830145746097023,0.02885046756893699,0,3,0,1,1
positive,C5H9O2_001,C5H9O2,False,True,-0.24837220269903498,0.7800695452477453,0.048369404927533555,0,4,1,0,1
positive,C5H9O2_002,C5H9O2,False,True,-0.24837220269903498,0.7800695452477453,0.048369404927533555,0,4,1,0,1
positive,C5H9O3_001,C5H9O3,False,True,-0.24837220269903498,0.7800695452477453,0.048369404927533555,0,4,1,0,1
positive,C5H9O3_002,C5H9O3,False,True,-0.24837220269903498,0.7800695452477453,0.048369404927533555,0,4,1,0,1
positive,C5H9O_001,C5H9O,False,True,-0.20846875096224182,0.8118264031000962,0.03540930257024747,0,3,1,1,0
positive,C5H9O_002,C5H9O,False,True,-0.20400773911915773,0.815456060251254,0.034056465697988814,0,4,0,0,1
positive,C5H9_001,C5H9,False,True,-0.16410428738236454,0.8486535134116805,0.022905759002628378,0,3,0,1,0
positive,C6H10O_001,C6H10O,False,True,-0.2316435035501628,0.7932288561781928,0.042754305917378464,0,4,0,1,1
positive,C6H11O_001,C6H11O,False,True,-0.253958258612695,0.7757241811741847,0.050299642909989915,0,4,1,1,0
positive,C6H11O_002,C6H11O,False,True,-0.2494972467696109,0.7791924261225788,0.048755984681632836,0,5,0,0,1
positive,C6H11_001,C6H11,False,True,-0.20959379503281772,0.8109135762004792,0.03575367566529198,0,4,0,1,0
positive,C6H12O2_001,C6H12O2,False,True,-0.253958258612695,0.7757241811741847,0.050299642909989915,0,4,1,1,0
positive,C6H12O3_001,C6H12O3,False,True,-0.29386171034948816,0.7453795625954975,0.06483156714406016,0,5,1,0,1
positive,C6H12O_001,C6H12O,False,True,-0.2494972467696109,0.7791924261225788,0.048755984681632836,0,5,0,0,1
positive,C6H12O_002,C6H12O,True,True,-0.3161764654120204,0.7289308077421658,0.07347850699131468,0,5,2,0,0
positive,C6H12_001,C6H12,False,True,-0.20959379503281772,0.8109135762004792,0.03575367566529198,0,4,0,1,0
positive,C6H13O2_001,C6H13O2,False,True,-0.2718120018321431,0.7619975017591663,0.05664518916887807,0,5,1,0,0
positive,C6H13O2_002,C6H13O2,False,True,-0.2718120018321431,0.7619975017591663,0.05664518916887807,0,5,1,0,0
positive,C6H13O4_001,C6H13O4,False,True,-0.3161764654120204,0.7289308077421658,0.07347850699131468,0,5,2,0,0
positive,C6H13O_001,C6H13O,False,True,-0.2718120018321431,0.7619975017591663,0.05664518916887807,0,5,1,0,0
positive,C6H13_001,C6H13,False,True,-0.22744753825226582,0.7965642095519607,0.041386120835218546,0,5,0,0,0
positive,C6H14O2_001,C6H14O2,False,True,-0.2718120018321431,0.7619975017591663,0.05664518916887807,0,5,1,0,0
positive,C6H14_001,C6H14,False,True,-0.22744753825226582,0.7965642095519607,0.041386120835218546,0,5,0,0,0
positive,C6H9O_001,C6H9O,False,True,-0.2316435035501628,0.7932288561781928,0.042754305917378464,0,4,0,1,1
positive,C7H12O_001,C7H12O,False,True,-0.277133011200616,0.7579536740771603,0.05858642389274554,0,5,0,1,1
positive,C7H13O_001,C7H13O,False,True,-0.29498675442006406,0.7445414492838786,0.06525907113398119,0,6,0,0,1
positive,C7H13_001,C7H13,False,True,-0.2550833026832709,0.7748519480261186,0.050691645307633613,0,5,0,1,0
positive,C7H14O3_001,C7H14O3,False,True,-0.33935121799994133,0.712232256367095,0.08281027427557335,0,6,1,0,1
positive,C7H14O_001,C7H14O,False,True,-0.29498675442006406,0.7445414492838786,0.06525907113398119,0,6,0,0,1
positive,C7H14O_002,C7H14O,True,True,-0.3616659730624735,0.6965149837565828,0.09210315508426718,0,6,2,0,0
positive,C7H14_001,C7H14,False,True,-0.2550833026832709,0.7748519480261186,0.050691645307633613,0,5,0,1,0
positive,C7H15O2_001,C7H15O2,False,True,-0.3173015094825962,0.7281111895987724,0.07392352522139468,0,6,1,0,0
positive,C7H15O2_002,C7H15O2,False,True,-0.3173015094825962,0.7281111895987724,0.07392352522139468,0,6,1,0,0
positive,C7H15O4_001,C7H15O4,False,True,-0.3616659730624735,0.6965149837565828,0.09210315508426718,0,6,2,0,0
positive,C7H15O_001,C7H15O,False,True,-0.3173015094825962,0.7281111895987724,0.07392352522139468,0,6,1,0,0
positive,C7H15_001,C7H15,False,True,-0.27293704590271894,0.7611407030465467,0.05705376374109799,0,6,0,0,0
positive,C7H16O2_001,C7H16O2,False,True,-0.3173015094825962,0.7281111895987724,0.07392352522139468,0,6,1,0,0
positive,C7H16_001,C7H16,False,True,-0.27293704590271894,0.7611407030465467,0.05705376374109799,0,6,0,0,0
positive,C8H14O_001,C8H14O,False,True,-0.32262251885106913,0.7242471924369965,0.07603961087887882,0,6,0,1,1
positive,C8H15O_001,C8H15O,False,True,-0.3404762620705172,0.7114314142659953,0.08327182867252361,0,7,0,0,1
positive,C8H15_001,C8H15,False,True,-0.300572810333724,0.740393993861853,0.06739527842299961,0,6,0,1,0
positive,C8H16O3_001,C8H16O3,False,True,-0.38484072565039446,0.6805590231685102,0.10204253767905637,0,7,1,0,1
positive,C8H16O_001,C8H16O,False,True,-0.3404762620705172,0.7114314142659953,0.08327182867252361,0,7,0,0,1
positive,C8H16O_002,C8H16O,True,True,-0.4071554807129266,0.665540703513566,0.11186302100620038,0,7,2,0,0
positive,C8H16_001,C8H16,False,True,-0.300572810333724,0.740393993861853,0.06739527842299961,0,6,0,1,0
positive,C8H17O2_001,C8H17O2,False,True,-0.3627910171330494,0.6957318143367026,0.0925791288068348,0,7,1,0,0
positive,C8H17O2_002,C8H17O2,False,True,-0.3627910171330494,0.6957318143367026,0.0925791288068348,0,7,1,0,0
positive,C8H17O4_001,C8H17O4,False,True,-0.4071554807129266,0.665540703513566,0.11186302100620038,0,7,2,0,0
positive,C8H17O_001,C8H17O,False,True,-0.3627910171330494,0.6957318143367026,0.0925791288068348,0,7,1,0,0
positive,C8H17_001,C8H17,False,True,-0.3184265535531721,0.7272924930434006,0.07436938435048371,0,7,0,0,0
positive,C8H18O2_001,C8H18O2,False,True,-0.3627910171330494,0.6957318143367026,0.0925791288068348,0,7,1,0,0
positive,C8H18_001,C8H18,False,True,-0.3184265535531721,0.7272924930434006,0.07436938435048371,0,7,0,0,0
positive,C9H16O_001,C9H16O,False,True,-0.36811202650152225,0.6920396505650738,0.09483957682408187,0,7,0,1,1
positive,C9H17O_001,C9H17O,False,True,-0.3859657697209704,0.6797937948133433,0.10253201384003927,0,8,0,0,1
positive,C9H17_001,C9H17,False,True,-0.3460623179841772,0.7074683977283198,0.08557473832763648,0,7,0,1,0
positive,C9H18O3_001,C9H18O3,False,True,-0.4303302333008477,0.6502943104241505,0.12229406932172039,0,8,1,0,1
