stage,rank,A,E_ref,k,total_loss,positive_loss,separation_loss,regularization_loss,mean_positive_log_score,pseudo_log_score_statistic,score_gap
random,2436,5.207059284757692,78.85029950167659,1237.8139825703058,0.0743189345795747,0.006194727279981617,0.08782310500610953,0.0022568785450109235,-0.006194727279981617,-0.0183716222738721,0.012176894993890483
random,2437,1.7600856443303352,480.4276651513273,1751.6359340352715,0.07432295162638801,0.009453483047870382,0.08175409105551093,0.0035539002868844364,-0.009453483047870382,-0.027699391992359455,0.018245908944489075
random,2438,1.7628337793639182,430.77675612811004,1692.976933875111,0.07432321077680636,0.00914834066856333,0.08233900143908056,0.003420619028932602,-0.00914834066856333,-0.026809339229482775,0.017660998560919447
random,2439,11.71043801887731,75.49412085515627,1398.3385877596218,0.07432676374077123,0.0057687615060300545,0.08868934246006074,0.002040995389695623,-0.0057687615060300545,-0.017079419045969314,0.011310657539939258
random,2440,1.393580131274569,147.21790743544247,746.0683408922409,0.07432938078183014,0.010958682001977818,0.07852591343522408,0.00447626370343426,-0.010958682001977818,-0.03243276856675375,0.02147408656477593
random,2441,2.4811705318922916,254.62431330699974,1929.4390181676424,0.07433038706471817,0.006878579186472266,0.0867335105705844,0.002401674950307616,-0.006878579186472266,-0.020145068615887878,0.013266489429415612
random,2442,19.094689896559473,203.58743592507685,11931.731749080973,0.07433473085185577,0.018176921905918613,0.06592358064392942,0.006715123462990099,-0.018176921905918613,-0.0522533412619892,0.034076419356070586
random,2443,27.845680914189185,91.48750161596315,1704.7875123936242,0.0743428319580064,0.007673847412257932,0.08523375103765343,0.0027436712675083727,-0.007673847412257932,-0.022440096374604503,0.014766248962346571
random,2444,15.4413951580685,260.66088644122345,17621.44267466813,0.07434671783604573,0.022536922227582308,0.0578259293500352,0.008440348595937017,-0.022536922227582308,-0.06471099287754711,0.042174070649964805
random,2445,1.8734255270748073,132.82799999993745,934.917563837404,0.07434960982573412,0.00878966135951228,0.08278217133517402,0.003473319964841318,-0.00878966135951228,-0.026007490024338265,0.017217828664825983
random,2446,1.7874505568148424,415.02429475565094,1708.6222548133899,0.0743515101246761,0.008945735768378323,0.08273186740541569,0.0033568738022360096,-0.008945735768378323,-0.02621386836296264,0.017268132594584318
random,2447,5.9191724640743315,118.95778227913682,1990.546003710753,0.07435911988787189,0.004906535307798614,0.09046405849156595,0.0016045407113988198,-0.004906535307798614,-0.01444247681623267,0.009535941508434054
random,2448,9.70980610981192,173.2103774409012,3877.0787991344228,0.07436384629683701,0.006569273578989216,0.08754100621373484,0.0021388180575466677,-0.006569273578989216,-0.019028267365254377,0.01245899378626516
random,2449,5.724520454830376,71.40973661689601,1181.697014565445,0.07436795374034659,0.006371945519169834,0.08746232082142263,0.0023992676051097822,-0.006371945519169834,-0.018909624697747204,0.01253767917857737
random,2450,9.627167960507643,62.53736185754569,1146.9347401699433,0.07437214728324228,0.006522729017951606,0.08716066491312693,0.002478919580445464,-0.006522729017951606,-0.01936206410482468,0.012839335086873072
random,2451,24.825429728802625,172.61527486415986,10493.404588244352,0.07437568967365014,0.017835981064152056,0.06650853979603714,0.006658303762470232,-0.017835981064152056,-0.051327441268114914,0.03349146020396286
random,2452,3.2733792286891066,66.3564498686769,839.8850279867855,0.07437741501891387,0.008742464974461465,0.08277472580433155,0.003553905691203739,-0.008742464974461465,-0.025967739170129917,0.017225274195668452
random,2453,1.223738351824792,829.2210383314772,1191.724376833257,0.0743787356813063,0.013331085620699429,0.07409381689442679,0.005477287389786786,-0.013331085620699429,-0.03923726872627265,0.025906183105573223
random,2454,1.2471147891831258,733.2698187556684,1215.9891840502078,0.07438040982366026,0.012688406996723373,0.07536174854255262,0.005170691420022425,-0.012688406996723373,-0.037326658454170755,0.024638251457447382
random,2455,2.1646243482233967,266.85169500597203,1738.76491515309,0.0743809155895083,0.007309381377218109,0.08587984862569871,0.0026616477430161578,-0.007309381377218109,-0.0214295327515194,0.01412015137430129
random,2456,1.6591468002372114,116.47956677373084,768.7854171360257,0.07438463301930336,0.01016645357512369,0.08003649414275646,0.004190808837112332,-0.01016645357512369,-0.030129959432367237,0.019963505857243546
random,2457,3.477994130114353,535.3517619899711,585.4279946232787,0.07438592501136417,0.07264844473497795,0.0,0.001737480276386223,-0.07264844473497795,-0.2109347643307272,0.13828631959574925
random,2458,4.451849960693413,174.81944576562861,2443.8548465734507,0.07439354258790776,0.0052915832495351815,0.08980925148377983,0.0017450207255376951,-0.0052915832495351815,-0.015482331765755352,0.01019074851622017
random,2459,5.574042428450307,153.73459800573264,2507.536042480382,0.07440252581829455,0.00501396840977045,0.09033983936530915,0.001633677884542249,-0.00501396840977045,-0.014674129044461299,0.00966016063469085
random,2460,8.286929901624829,55.903688475789714,1015.9423180470508,0.07440730364200646,0.007222545593290811,0.08576838436398836,0.0028584697757243747,-0.007222545593290811,-0.021454161229302462,0.014231615636011651
random,2461,3.9880783378483096,148.55832797424944,1978.412528315513,0.07441447166162038,0.005259027701673199,0.08980122077071653,0.0018045283819097709,-0.005259027701673199,-0.015457806930956679,0.01019877922928348
random,2462,1.7726391984170904,335.99790222190336,192.23889185601607,0.07441683750771302,0.0686914403376908,0.0,0.005725397170022225,-0.0686914403376908,-0.20148881524997395,0.13279737491228316
random,2463,1.3736983587100966,663.2539964021282,1380.1198024690484,0.07441803651627066,0.011579988553053597,0.07755236402086144,0.004673774947570987,-0.011579988553053597,-0.034027624532192165,0.02244763597913857
random,2464,21.201843792001288,55.802678917867404,897.4758640243358,0.07442016068618969,0.00837171603753264,0.08352399441483091,0.0034054488375338666,-0.00837171603753264,-0.024847721622701734,0.016476005585169096
random,2465,1.1300838438891743,309.23039284014163,883.7090213603648,0.07442248668101974,0.01162599336943889,0.07736881667773948,0.004769880803276238,-0.01162599336943889,-0.03425717669169942,0.02263118332226053
random,2466,2.8863263363068916,134.86382526752047,1428.7258497212883,0.07442559601054582,0.006220412775140199,0.08785947421077919,0.0023105775773212393,-0.006220412775140199,-0.018360938564361006,0.012140525789220806
random,2467,1.9199054930132977,475.4197009481237,1985.109721413922,0.07442638797121139,0.008935433128254278,0.082780404097867,0.0034056517695568614,-0.008935433128254278,-0.026155029030387286,0.017219595902133008
random,2468,23.573740335509523,203.98427281946434,7083.9956040196375,0.07443548613805279,0.06971817200276208,0.0,0.0047173141352907155,-0.06971817200276208,-0.20056058761778103,0.13084241561501897
random,2469,27.400875047968768,111.61001618666994,2766.459049559235,0.07444498672079583,0.008434000517894483,0.08397577095881172,0.0030291579837925485,-0.008434000517894483,-0.024458229559082775,0.01602422904118829
random,2470,1.5756690831639015,167.52849991283466,940.8247179734649,0.0744465391602494,0.009258902217188171,0.08190627513485235,0.003757930591921956,-0.009258902217188171,-0.02735262708233583,0.01809372486514766
random,2471,50.845919247964915,72.34484297981929,160.72536571555443,0.0744585516314995,0.06644913420165882,0.0,0.008009417429840687,-0.06644913420165882,-0.19521883723886857,0.12876970303720975
random,2472,11.633284335773272,51.060004766794734,945.6813160081228,0.07446468879798561,0.007732349492945646,0.0847608902107948,0.003161671646943864,-0.007732349492945646,-0.022971459282150844,0.015239109789205198
random,2473,8.979785609881917,92.79278532376796,127.59752960798208,0.07447414041715936,0.06884669801265729,0.0,0.005627442404502074,-0.06884669801265729,-0.20324571878691394,0.13439902077425664
random,2474,6.070685389475259,172.2798598993328,2994.3890521135017,0.07447693643860484,0.005229402830029758,0.0899839065900647,0.0017596036660265596,-0.005229402830029758,-0.015245496239965064,0.010016093409935306
random,2475,83.99829356019252,81.28423661926995,1390.1808716888947,0.07447855311117106,0.015999827054132516,0.06951429694946014,0.006343003344943455,-0.015999827054132516,-0.046485530104672386,0.03048570305053987
random,2476,1.4963022626946352,207.81761178499676,1022.601426075113,0.0744838797653664,0.009227964472793415,0.08201626959659589,0.003743713095126075,-0.009227964472793415,-0.027211694876197536,0.01798373040340412
random,2477,16.327887664212994,97.06223757215079,1998.2401639566872,0.07448591764021581,0.005565510789552674,0.08923658031629071,0.001992971613445105,-0.005565510789552674,-0.01632893047326197,0.010763419683709296
random,2478,21.991356460059514,73.13534874491937,1265.1088749649768,0.0744878721371724,0.006828436462812854,0.08665445519141082,0.0026685942808014197,-0.006828436462812854,-0.020173981271402044,0.01334554480858919
random,2479,9.495938204353186,231.18396642811445,6068.25521014313,0.07449282215910125,0.0093138768519722,0.08247641166547151,0.003321636558025423,-0.0093138768519722,-0.026837465186500695,0.017523588334528495
random,2480,2.2479095027284806,105.18640720906832,963.4948207006105,0.07449678480719854,0.008102090550112927,0.08408946349249485,0.0033275966377144797,-0.008102090550112927,-0.02401262705761807,0.015910536507505145
random,2481,5.155438785543187,65.48783511158835,1084.042478224792,0.07450469691994796,0.006826320034006347,0.08655557393881752,0.0027616964318284676,-0.006826320034006347,-0.020270746095188835,0.013444426061182489
random,2482,19.38454031453399,318.7916536382269,83960.83393362365,0.07450701650949398,0.054437221010398745,0.0,0.020069795499095242,-0.054437221010398745,-0.1564255280352567,0.10198830702485795
random,2483,35.783119213353054,51.819919265840845,668.0774772669731,0.07450996041021218,0.011264629288089396,0.07783163723594452,0.004871603195164397,-0.011264629288089396,-0.03343299205214487,0.022168362764055476
random,2484,1.905566921557712,66.4850763462769,605.774946300586,0.07451305894307214,0.012037320190934214,0.07627428008843282,0.005270028685813315,-0.012037320190934214,-0.0357630401025014,0.023725719911567186
random,2485,3.7025249267177167,75.72639860956046,1056.807218497513,0.0745132985558274,0.007081589062629853,0.08606172582846076,0.0028854151218519735,-0.007081589062629853,-0.02101986323416909,0.013938274171539238
random,2486,2.818621938890331,417.6921380166234,3029.3823862693766,0.07452421199695547,0.007857332520580178,0.0849670332798143,0.002941604516514561,-0.007857332520580178,-0.022890299240765886,0.015032966720185708
random,2487,2.725598539805451,265.21551757051,2275.534509390519,0.0745289188348343,0.006437729961411412,0.0876136414224704,0.002380957806570088,-0.006437729961411412,-0.018824088538941023,0.012386358577529611
random,2488,40.56414820969158,107.97470643839762,3079.0744792294786,0.07453070417747357,0.01130265487619367,0.07861089343141849,0.0042698792277160265,-0.01130265487619367,-0.03269176144477519,0.02138910656858152
random,2489,24.609722002318296,247.51861667820052,63239.27116626272,0.07453783693185571,0.045202783173012226,0.01505344371200272,0.018044970974841455,-0.045202783173012226,-0.1301493394610095,0.08494655628799729
random,2490,1.9267720573422633,504.16040910745505,2076.9429674281228,0.07454794904899874,0.008912701856434044,0.08282641336924607,0.003515437165630141,-0.008912701856434044,-0.026086288487187987,0.017173586630753943
random,2491,1.4668957459262375,71.78082154583558,530.6877951782659,0.07455353484253463,0.013756185079175032,0.07288841993301817,0.00613103481359598,-0.013756185079175032,-0.04086776514615687,0.02711158006698184
random,2492,7.3600909595455954,151.27711916377342,2954.2101319895996,0.07456142365784109,0.004960474465890712,0.09048644965605074,0.00173611194991233,-0.004960474465890712,-0.014474024809839982,0.009513550343949271
random,2493,8.689691109463398,167.92536659293046,3623.2811712828066,0.07456551544303942,0.005728939319073969,0.08909706439659168,0.0020137778265217074,-0.005728939319073969,-0.016631874922482293,0.010902935603408324
random,2494,75.71794410535789,54.0291307421113,475.33951488865785,0.07457098043256917,0.01703330743837831,0.06659672428961984,0.007590129776975976,-0.01703330743837831,-0.05043658314875848,0.03340327571038017
random,2495,21.84119649747121,114.09659992670154,2782.528445439877,0.07457378498321254,0.0070373544353820655,0.08659238778549146,0.0025921397087118924,-0.0070373544353820655,-0.020444966649890615,0.013407612214508549
random,2496,34.90494948747297,75.19645666472115,1164.26897618013,0.07457836190249582,0.008584213645776943,0.0833251215663453,0.0035003070819599035,-0.008584213645776943,-0.025259092079431642,0.0166748784336547
random,2497,4.814568516041365,112.13177693095555,1808.0332693950347,0.07457961136628473,0.004903465728984746,0.0904302113237358,0.0018534871444981383,-0.004903465728984746,-0.014473254405248957,0.00956978867626421
random,2498,2.903231771415062,222.90682852827518,2187.6150328764907,0.07458653404457943,0.005926267582552914,0.08857289233366132,0.0022305972117805436,-0.005926267582552914,-0.0173533752488916,0.011427107666338684
random,2499,4.957775051446144,71.37514711360224,1189.6474355077155,0.07458708406932468,0.006293927675746188,0.08761213610108794,0.0025840543177625456,-0.006293927675746188,-0.01868179157465825,0.012387863898912064
random,2500,14.615815537056548,350.19211524795594,23605.21996296633,0.07458853361286778,0.06442568783938706,0.0,0.010162845773480726,-0.06442568783938706,-0.18481526538868717,0.12038957754930012
random,2501,43.17813163376193,68.84403821409278,915.7570699196408,0.07459199937068385,0.010247455262492393,0.08004074746329506,0.004313983510720152,-0.010247455262492393,-0.030206707799197343,0.019959252536704948
random,2502,44.15893658188116,77.8843208105702,1181.122513373176,0.07460029535262502,0.009921368291373033,0.08083567836520338,0.00405216828734946,-0.009921368291373033,-0.029085689926169663,0.01916432163479663
random,2503,2.0047317420104545,116.39709808390022,118.83538105098856,0.07460403428863735,0.06658799353659187,0.0,0.008016040752045477,-0.06658799353659187,-0.19723737794814472,0.13064938441155285
random,2504,43.22798306080572,142.22087680737133,12638.340050701252,0.07460593195913418,0.02302503591775281,0.05659432636663137,0.009135151266407838,-0.02302503591775281,-0.06643070955112144,0.043405673633368634
random,2505,1.0294197294883325,290.0322407827493,800.7968546818095,0.07460812749030192,0.012142419425865806,0.07632800784702373,0.005219702179168312,-0.012142419425865806,-0.035814411578842076,0.02367199215297627
random,2506,13.945197358337943,326.3713536435386,28433.954689827613,0.07461116201363313,0.02915627873803437,0.04550783510032639,0.01132400695035396,-0.02915627873803437,-0.08364844363770799,0.054492164899673616
random,2507,2.845387036201411,245.82741690976889,2304.0040580865802,0.0746115385891365,0.0060937821382652125,0.08826892547891114,0.002316062341687918,-0.0060937821382652125,-0.017824856659354075,0.011731074521088862
random,2508,17.170372420891,68.7649777297078,1293.977228759322,0.07461272152355378,0.006189070200878964,0.08785999305216152,0.0025286565335536615,-0.006189070200878964,-0.018329077148717447,0.012140006947838483
random,2509,2.8256055432003317,91.25213897388564,1067.5273382168582,0.07461413077736616,0.007177201814130812,0.0858917858870144,0.0030180895479745428,-0.007177201814130812,-0.021285415927116406,0.014108214112985594
random,2510,4.429488655801022,58.11717070248305,932.9114193562639,0.07461949097639085,0.007825762692502286,0.08457584530588426,0.0033618443044753643,-0.007825762692502286,-0.02324991738661803,0.015424154694115745
random,2511,8.338456627586522,179.7686827905258,3893.4612501130787,0.07462083257788729,0.005936482464214348,0.0887218425760676,0.0021429681816222445,-0.005936482464214348,-0.017214639888146747,0.0112781574239324
random,2512,1.1780671281806434,274.8743288220847,148.93290906208895,0.07462691833078546,0.06641898336002579,0.0,0.008207934970759672,-0.06641898336002579,-0.19577891414643445,0.12935993078640867
random,2513,7.938146899076894,740.6228184043761,30527.809982794923,0.07463068454929223,0.031940533757738386,0.040177409788268316,0.012557093450352599,-0.031940533757738386,-0.09176312396947008,0.05982259021173169
random,2514,9.568508288353561,180.71655150532646,4281.423599726505,0.07463193470448776,0.006518435312802757,0.0876529436398814,0.00237379166177395,-0.006518435312802757,-0.01886549167292137,0.012347056360118612
random,2515,19.734157950598238,94.56433593164319,1986.6241938712158,0.07464469070101082,0.005846694161759504,0.08870912569565477,0.002266152267510234,-0.005846694161759504,-0.017137568466104737,0.011290874304345232
random,2516,2.88191026172253,138.66729231108718,1552.0689824315198,0.07464614597908362,0.005812643885244259,0.08866249514300761,0.0023366307365836536,-0.005812643885244259,-0.01715014874223665,0.011337504856992392
random,2517,12.48810544031223,416.6174924291483,42228.72756118134,0.07465837896341483,0.036259949765185706,0.032307226131151404,0.014168009599865573,-0.036259949765185706,-0.10395272363403431,0.0676927738688486
random,2518,1.3860300875962923,266.8370732362652,1111.876742245472,0.07466005475566045,0.009317221009403503,0.08188363913269761,0.00393010439673375,-0.009317221009403503,-0.0274335818767059,0.018116360867302398
random,2519,1.7921773686770768,503.7086409569253,1938.4524741578102,0.07466847784673723,0.008933720106272006,0.08276349636693209,0.003662135465266157,-0.008933720106272006,-0.026170223739339925,0.017236503633067918
random,2520,14.034274029394146,57.58013096118849,1117.7141503317207,0.0746724098738336,0.0066708268904086855,0.08686644920274675,0.0028517460813648567,-0.0066708268904086855,-0.019804377687661946,0.01313355079725326
random,2521,3.3327174225295977,409.0560054687564,3711.768244896573,0.0746751932808214,0.007789280818341284,0.08514981340518549,0.0030235524085909936,-0.007789280818341284,-0.0226394674131558,0.014850186594814518
random,2522,1.899861016813654,388.35199151675454,1915.9363556793992,0.07467764500359035,0.007992706304703523,0.08458302429776987,0.0032476704755594154,-0.007992706304703523,-0.02340968200693366,0.015416975702230136
random,2523,1.4070679113347033,976.0463901519537,1513.1965077727423,0.0746776749707971,0.012567216450674263,0.07560172832423936,0.005409162276943314,-0.012567216450674263,-0.036965488126434895,0.024398271675760634
random,2524,2.4472070701302675,279.9428369298765,2177.427310909407,0.07467843829086371,0.006551165446359067,0.08738071011795234,0.002591740256040381,-0.006551165446359067,-0.01917045532840673,0.012619289882047661
random,2525,1.5904841114409103,362.3903028702605,1508.6402026002963,0.07469099308098456,0.008623336510416697,0.08331014946791863,0.0035850444696289047,-0.008623336510416697,-0.025313187042498072,0.016689850532081375
random,2526,14.021159004600333,120.71308701795985,2852.576210316472,0.07469539384263586,0.00537761474867118,0.08970134718013112,0.0020417687088663465,-0.00537761474867118,-0.015676267568540066,0.010298652819868886
random,2527,25.79163893948603,71.4301852719666,1227.5947942295106,0.07469695591388704,0.007096883638160955,0.0861345743857178,0.0029991414864377437,-0.007096883638160955,-0.020962309252443165,0.01386542561428221
random,2528,16.247087936188056,105.41465122375884,2383.7441835426325,0.07470126795096424,0.005370490429567401,0.08966236684651657,0.0020840023865094106,-0.005370490429567401,-0.015708123583050834,0.010337633153483433
random,2529,1.1725787999304278,401.1537118108342,1067.7565120866989,0.07470365919568765,0.010890333950756526,0.07884069916922032,0.004682800868015886,-0.010890333950756526,-0.032049634781536204,0.02115930083077968
random,2530,6.397451611638273,158.15268924786167,2983.1763987447807,0.0747038331516229,0.004776357260013253,0.09083125375290899,0.0018040355769279141,-0.004776357260013253,-0.013945103507104279,0.009168746247091027
random,2531,1.358180316175316,346.6888544376473,1223.957884463741,0.07470401346234827,0.009538203365745547,0.08149103697355672,0.004047532366435186,-0.009538203365745547,-0.028047166392188825,0.018508963026443278
random,2532,8.920411144730432,54.92098389795875,1095.716597744805,0.07470570195608615,0.0066931365841689855,0.0868111175675573,0.0029042271962492123,-0.0066931365841689855,-0.019882019016611685,0.013188882432442699
random,2533,4.6463600086193715,220.82781710252965,3302.495353130782,0.07471456470429567,0.005526607524721305,0.08943906215396158,0.002108660564103179,-0.005526607524721305,-0.016087545370759727,0.010560937846038423
random,2534,5.90257237772431,232.07698029875462,351.7033389514887,0.0747223610985501,0.07328656630251124,0.0,0.0014357947960388679,-0.07328656630251124,-0.2124424364132237,0.13915587011071245
random,2535,15.655060940461116,56.74734179167017,1091.084017177107,0.07472251700339382,0.006838097069319977,0.08653750168284936,0.002981293671936806,-0.006838097069319977,-0.020300595386470624,0.013462498317150646
random,2536,1.2042484523200094,161.416976044019,739.6806419090567,0.0747265795746482,0.011142852787593908,0.07817082321899935,0.004955609372804788,-0.011142852787593908,-0.03297202956859456,0.021829176781000652
random,2537,3.665335379296277,137.00069615033777,1899.029698747291,0.07473275524301354,0.0050055981557426445,0.09025887374657225,0.0020330017773417144,-0.0050055981557426445,-0.014746724409170403,0.009741126253427759
random,2538,15.053534062787714,53.6276432702762,1037.771936694864,0.07473679146647365,0.007114211557031375,0.08598611922245537,0.003132990492600734,-0.007114211557031375,-0.02112809233457601,0.014013880777544636
random,2539,8.919991068375891,64.87429741959674,1325.9376644321753,0.07473987370397192,0.0056684439953750216,0.08884506843414307,0.002437628382989589,-0.0056684439953750216,-0.016823375561231958,0.011154931565856938
random,2540,1.4165748150528956,877.3621436127991,269.30454436339056,0.07474188403293248,0.06804968857805717,0.0,0.00669219545487531,-0.06804968857805717,-0.2000736660431055,0.13202397746504835
random,2541,10.086676378143302,651.4123293604623,41626.114374535064,0.07474712766934867,0.060242459114417966,0.0,0.014504668554930709,-0.060242459114417966,-0.17270088188709853,0.11245842277268056
random,2542,8.860426068074387,122.02997429417033,2627.2672621465604,0.07475194058637862,0.0044799599577057285,0.09135355345654282,0.0017568155362657737,-0.0044799599577057285,-0.013126406501162915,0.008646446543457188
random,2543,2.3187505212920843,164.53199511411114,1494.3093050863663,0.07475319593880304,0.006306855082671488,0.08771739424763415,0.0026582951704059313,-0.006306855082671488,-0.01858946083503734,0.012282605752365852
random,2544,3.5807499824663807,136.0954521085885,1868.1287724181377,0.0747538157551121,0.005033208296313929,0.09020070972545237,0.0020700751647088895,-0.005033208296313929,-0.014832498570861571,0.009799290274547642
random,2545,2.3303504964443364,189.40800596495177,1657.3006123343355,0.07475508162886424,0.006210369140369145,0.08794189465059826,0.0025882915005464,-0.006210369140369145,-0.018268474489770887,0.012058105349401741
random,2546,15.948471655107022,185.7847842559498,7136.271999879752,0.07475738048844131,0.01114010677174311,0.07907705586728653,0.004309481816233307,-0.01114010677174311,-0.03206305090445658,0.02092294413271347
random,2547,3.696844652322498,206.89492791893488,2659.7435200905265,0.07476046502075422,0.005256122664441709,0.08989214517678171,0.0020852334737262172,-0.005256122664441709,-0.015363977487660004,0.010107854823218295
random,2548,1.6821215741958804,977.9967350766447,1974.1545222913953,0.07476378492787303,0.01165667343897565,0.07742751860946959,0.005036472531795186,-0.01165667343897565,-0.034229154829506066,0.022572481390530415
random,2549,49.378804505671106,102.00964000688533,2912.9434133663617,0.07477024996582289,0.012114247586227858,0.07706541207543625,0.0048569433230178476,-0.012114247586227858,-0.03504883551079161,0.02293458792456375
random,2550,3.6217186136626376,231.97438485776098,2850.590457068644,0.07477373752570028,0.005517419117206591,0.08941514808515036,0.0021949573446309323,-0.005517419117206591,-0.01610227103205623,0.01058485191484964
random,2551,1.1517031163268787,170.97487936169597,735.823329231644,0.0747761746884708,0.01131997328952796,0.07783273182727914,0.00508165252848349,-0.01131997328952796,-0.03348724146224883,0.02216726817272087
random,2552,90.45779144566977,74.92428478398972,1041.3796834466575,0.07477918939189479,0.016034737786495584,0.06929076861809347,0.006776375141829109,-0.016034737786495584,-0.04674396916840213,0.030709231381906545
random,2553,2.093892641761287,144.2592593168625,1238.1760484232884,0.07477943409939862,0.006969360838003392,0.08637818313881164,0.003026435907286494,-0.006969360838003392,-0.020591177699191762,0.013621816861188369
random,2554,21.96464093916117,86.68883515621052,1766.9662588125066,0.07477955334289182,0.005963917587656914,0.08844163551444117,0.00248440911940403,-0.005963917587656914,-0.017522282073215743,0.011558364485558829
random,2555,2.0767984273019295,229.44344411335854,1675.240929274737,0.07478436374934667,0.00667178091105736,0.08707207700787051,0.0028085250823864354,-0.00667178091105736,-0.019599703903186858,0.012927922992129498
random,2556,53.4736173144818,60.619268367444285,696.3577332933255,0.07479463064298561,0.012207550397938501,0.07611702974904583,0.005499307933262738,-0.012207550397938501,-0.03609052064889267,0.02388297025095417
random,2557,10.406662373770452,50.71712085623694,1036.9525727843434,0.07479572152411668,0.007039705817064545,0.08612471541081487,0.003162479148940984,-0.007039705817064545,-0.02091499040624967,0.013875284589185126
random,2558,10.798192051465884,330.8713526675781,15465.361623694735,0.07479855117303653,0.019172363382232768,0.06414766886165199,0.007515436144564773,-0.019172363382232768,-0.05502469452058078,0.035852331138348015
random,2559,1.3172605696517017,82.39173177022305,556.0742428063138,0.07480784465460569,0.013225048170636848,0.07394601725652811,0.006123283541572769,-0.013225048170636848,-0.039279030914108753,0.026053982743471905
random,2560,1.5251648413269252,98.62086120004344,704.3636265497491,0.07480986514602883,0.010695951024509032,0.07895629498633856,0.00489669288176588,-0.010695951024509032,-0.03173965603817048,0.021043705013661446
random,2561,17.633250273460316,197.7183253957132,1916.011739259229,0.07481609059037542,0.07389771555086756,0.0,0.0009183750395078508,-0.07389771555086756,-0.2124731327648272,0.13857541721395966
random,2562,1.178881630641602,827.6225620170575,1213.8716023158763,0.07481698535618155,0.012706574980329807,0.07529593824677791,0.005638456690768299,-0.012706574980329807,-0.03741063673355191,0.024704061753222102
random,2563,1.436420324498645,87.61101498451498,621.0050519136284,0.07481740127138559,0.011930138691899472,0.07650661721365867,0.005507299669242114,-0.011930138691899472,-0.0354235214782408,0.02349338278634133
random,2564,31.551767238548024,64.66154390316645,1007.4706534070833,0.07481818610857993,0.008227196705787247,0.08388744665677955,0.003675404410208033,-0.008227196705787247,-0.024339750049007704,0.016112553343220457
random,2565,4.790298025167765,223.23040303760536,3487.1949616775246,0.07482320798273431,0.005478842944895127,0.0895400916594966,0.0021892962932167355,-0.005478842944895127,-0.015938751285398532,0.010459908340503405
random,2566,1.991670646696179,334.0221068475053,1961.7441966522854,0.0748235992354855,0.007260206471891548,0.08599207878877711,0.003069333672011124,-0.007260206471891548,-0.021268127683114445,0.014007921211222896
random,2567,56.5851690514851,132.42722316716635,15284.878852455999,0.0748245491456488,0.027009516055346704,0.048942242558207345,0.011108351171646588,-0.027009516055346704,-0.07806727349713936,0.05105775744179266
random,2568,5.150558629839445,70.46716910192346,1285.2839753370229,0.07482965489010746,0.00582075381320387,0.0885428795928665,0.002601741382253717,-0.00582075381320387,-0.017277874220337375,0.011457120407133505
random,2569,6.034399851578976,228.12465171173073,349.3755431847344,0.07483106474604602,0.0733950349414541,0.0,0.0014360298045919325,-0.0733950349414541,-0.21275228598909912,0.13935725104764501
random,2570,8.241350180766167,100.36937203330747,2144.0046639378693,0.07483489109099867,0.004300186737645861,0.09162234311909519,0.0018179470140314146,-0.004300186737645861,-0.01267784361855068,0.008377656880904819
random,2571,1.5695375016960356,85.48115831012217,661.4731476903223,0.07483528214905513,0.011197928454254965,0.0779481649344298,0.005176229993977822,-0.011197928454254965,-0.03324976351982517,0.022051835065570208
random,2572,40.01613501194809,126.38822497582697,6021.201536822587,0.07484534217188799,0.014643088986988809,0.0724120518363004,0.005893214307673885,-0.014643088986988809,-0.042231037150688426,0.027587948163699617
random,2573,1.1387001351782688,52.10838118579703,392.9622034474655,0.07484663788214159,0.01839630504137868,0.06372424634318635,0.008657148083373142,-0.01839630504137868,-0.05467205869819234,0.03627575365681366
random,2574,4.650782693652261,759.7526834237179,8735.627297810668,0.07484874684502156,0.014992651439877037,0.07161190944823728,0.006147163318966562,-0.014992651439877037,-0.043380741991639764,0.028388090551762727
random,2575,1.1130617226806485,89.92788164303657,512.9568395852344,0.0748505875133124,0.014388600922615142,0.07165969734713039,0.006717213580349471,-0.014388600922615142,-0.042728903575484756,0.028340302652869614
random,2576,1.079953382130577,469.2379337245048,1027.898762705177,0.07485221976316653,0.011572053422405918,0.0775009503063698,0.0051544536109832595,-0.011572053422405918,-0.034071103116036124,0.022499049693630205
random,2577,34.801153866876426,64.56031233003027,966.9899042090797,0.0748527458322107,0.00868307717382191,0.08300468352312397,0.003916156016045806,-0.00868307717382191,-0.025678393650697944,0.016995316476876035
random,2578,77.25024085324293,80.10010136347218,1336.4561656532558,0.0748539107379268,0.014232094942137606,0.07281884275099637,0.00600768373254191,-0.014232094942137606,-0.041413252191141246,0.02718115724900364
random,2579,11.112738549760776,76.30888510576472,1659.8670359016119,0.07485609125180268,0.004858392403576851,0.09047418952297467,0.0021420567059948184,-0.004858392403576851,-0.014384202880602187,0.009525810477025335
random,2580,7.181224358502309,60.49427878633001,1232.776146186539,0.0748587691159702,0.0059886144879561475,0.08820369957970955,0.0027173799432318696,-0.0059886144879561475,-0.017784914908246605,0.011796300420290458
random,2581,83.65153447246158,79.3788217471758,1316.567125405819,0.07486179250463798,0.015044651996333598,0.07128280203168058,0.006355038984543948,-0.015044651996333598,-0.043761849964653016,0.028717197968319418
random,2582,12.28289168879478,174.0461101157283,4967.715794331636,0.07486249715907378,0.007322199693305458,0.08617612886447247,0.0029082008174139656,-0.007322199693305458,-0.021146070828832998,0.01382387113552754
