source,degeneracy_id,formula,is_ring,used_in_objective,log_P_exist,P_exist,individual_loss,C#C,C-C,C-O,C=C,C=O,O-O,O=O,C#O
positive,C4H8_001,C4H8,False,True,-0.11985552493844251,0.887048583858659,0.012758022408334381,0,2,0,1,0,0,0,0
positive,C4H9O2_001,C4H9O2,False,True,-0.22638348624314833,0.7974122463971673,0.04104179790984203,0,3,1,0,0,1,0,0
positive,C4H9O2_002,C4H9O2,False,True,-0.22638348624314833,0.7974122463971673,0.04104179790984203,0,3,1,0,0,1,0,0
positive,C4H9O3_001,C4H9O3,False,True,-0.22638348624314833,0.7974122463971673,0.04104179790984203,0,3,1,0,0,1,0,0
positive,C4H9O4_001,C4H9O4,False,True,-0.3229581412370758,0.7240041596521151,0.07617370388933518,0,3,2,0,0,2,0,0
positive,C4H9O_001,C4H9O,False,True,-0.17253178892665946,0.8415315370022585,0.025112253764866577,0,3,1,0,0,0,0,0
positive,C4H9O_002,C4H9O,False,True,-0.17253178892665946,0.8415315370022585,0.025112253764866577,0,3,1,0,0,0,0,0
positive,C4H9_001,C4H9,False,True,-0.12980883124922088,0.8782633113733922,0.014819821357771662,0,3,0,0,0,0,0,0
positive,C5H10O2_001,C5H10O2,False,True,-0.2596997903487769,0.7712830976805266,0.05231142140661553,0,3,1,1,0,1,0,0
positive,C5H10O3_001,C5H10O3,False,True,-0.29905267306316163,0.7415203502580915,0.0668117293306997,0,4,1,0,1,1,0,0
positive,C5H10O_001,C5H10O,False,True,-0.2024780180692342,0.8167044351411438,0.03359726409692717,0,4,0,0,1,0,0,0
positive,C5H10O_002,C5H10O,True,True,-0.258524357020505,0.7721902225670416,0.05189729469405403,0,4,2,0,0,0,0,0
positive,C5H10_001,C5H10,False,True,-0.16312513535484946,0.8494848811712871,0.022654800996021573,0,3,0,1,0,0,0,0
positive,C5H11O2_001,C5H11O2,False,True,-0.2696530966595553,0.7636443591720575,0.05586398895118735,0,4,1,0,0,1,0,0
positive,C5H11O2_002,C5H11O2,False,True,-0.2696530966595553,0.7636443591720575,0.05586398895118735,0,4,1,0,0,1,0,0
