source,degeneracy_id,formula,is_ring,used_in_objective,log_P_exist,P_exist,individual_loss,C#C,C-C,C-O,C=C,C=O,O-O,O=O,C#O
positive,C11H21_001,C11H21,False,True,-0.42256416068176356,0.6553642043637223,0.11877383163385015,0,9,0,1,0,0,0,0
positive,C11H22O3_001,C11H22O3,False,True,-0.5591304907693107,0.5717059513953332,0.18343579207017668,0,10,1,0,1,1,0,0
positive,C11H22O_001,C11H22O,False,True,-0.4618134471989153,0.6301398833378584,0.13679650589733297,0,10,0,0,1,0,0,0
positive,C11H22O_002,C11H22O,True,True,-0.5184488591276393,0.5954434486810716,0.16366600321506478,0,10,2,0,0,0,0,0
positive,C11H22_001,C11H22,False,True,-0.42256416068176356,0.6553642043637223,0.11877383163385015,0,9,0,1,0,0,0,0
positive,C11H23O2_001,C11H23O2,False,True,-0.530321644101466,0.5884156788055429,0.169401653453102,0,10,1,0,0,1,0,0
positive,C11H23O2_002,C11H23O2,False,True,-0.530321644101466,0.5884156788055429,0.169401653453102,0,10,1,0,0,1,0,0
positive,C11H23O4_001,C11H23O4,False,True,-0.6276386876718614,0.533850902573465,0.21729498103157321,0,10,2,0,0,2,0,0
positive,C11H23O_001,C11H23O,False,True,-0.475726729829355,0.621433278224302,0.1433127628359987,0,10,1,0,0,0,0,0
positive,C11H23_001,C11H23,False,True,-0.4330046005310707,0.6485575080891456,0.12351182512051097,0,10,0,0,0,0,0,0
positive,C11H24O2_001,C11H24O2,False,True,-0.530321644101466,0.5884156788055429,0.169401653453102,0,10,1,0,0,1,0,0
positive,C11H24_001,C11H24,False,True,-0.4330046005310707,0.6485575080891456,0.12351182512051097,0,10,0,0,0,0,0,0
positive,C12H23O_001,C12H23O,False,True,-0.5051139072520224,0.6034368356804156,0.15726234329516167,0,11,0,0,1,0,0,0
positive,C12H23_001,C12H23,False,True,-0.4658646207348706,0.627592241272912,0.13868753876013298,0,10,0,1,0,0,0,0
positive,C12H24O3_001,C12H24O3,False,True,-0.6024309508224177,0.5474791222898852,0.2047751447635327,0,11,1,0,1,1,0,0
positive,C12H24O_001,C12H24O,False,True,-0.5051139072520224,0.6034368356804156,0.15726234329516167,0,11,0,0,1,0,0,0
positive,C12H24O_002,C12H24O,True,True,-0.5617493191807463,0.5702107103512591,0.18471883349676926,0,11,2,0,0,0,0,0
positive,C12H24_001,C12H24,False,True,-0.4658646207348706,0.627592241272912,0.13868753876013298,0,10,0,1,0,0,0,0
positive,C12H25O2_001,C12H25O2,False,True,-0.5736221041545732,0.5634807519281935,0.19054905393717536,0,11,1,0,0,1,0,0
positive,C12H25O2_002,C12H25O2,False,True,-0.5736221041545732,0.5634807519281935,0.19054905393717536,0,11,1,0,0,1,0,0
positive,C12H25O4_001,C12H25O4,False,True,-0.6709391477249684,0.5112282334323264,0.23889783979368442,0,11,2,0,0,2,0,0
positive,C12H25O_001,C12H25O,False,True,-0.5190271898824621,0.5950991849806798,0.16394467000330973,0,11,1,0,0,0,0,0
positive,C12H25_001,C12H25,False,True,-0.4763050605841778,0.6210739881516982,0.14358492245525933,0,11,0,0,0,0,0,0
positive,C12H26O2_001,C12H26O2,False,True,-0.5736221041545732,0.5634807519281935,0.19054905393717536,0,11,1,0,0,1,0,0
positive,C12H26_001,C12H26,False,True,-0.4763050605841778,0.6210739881516982,0.14358492245525933,0,11,0,0,0,0,0,0
positive,C13H25O_001,C13H25O,False,True,-0.5484143673051296,0.5778653665391883,0.17819764876709385,0,12,0,0,1,0,0,0
positive,C13H25_001,C13H25,False,True,-0.5091650807879777,0.6009971534657711,0.15920327154241742,0,11,0,1,0,0,0,0
positive,C13H26O3_001,C13H26O3,False,True,-0.6457314108755248,0.5242789385203341,0.22631052833534002,0,12,1,0,1,1,0,0
positive,C13H26O_001,C13H26O,False,True,-0.5484143673051296,0.5778653665391883,0.17819764876709385,0,12,0,0,1,0,0,0
positive,C13H26O_002,C13H26O,True,True,-0.6050497792338535,0.5460472441496916,0.20607310454408967,0,12,2,0,0,0,0,0
positive,C13H26_001,C13H26,False,True,-0.5091650807879777,0.6009971534657711,0.15920327154241742,0,11,0,1,0,0,0,0
positive,C13H27O2_001,C13H27O2,False,True,-0.6169225642076802,0.5396024770075711,0.21196587917756407,0,12,1,0,0,1,0,0
positive,C13H27O2_002,C13H27O2,False,True,-0.6169225642076802,0.5396024770075711,0.21196587917756407,0,12,1,0,0,1,0,0
positive,C13H27O4_001,C13H27O4,False,True,-0.7142396077780755,0.4895642311335633,0.2605446741382704,0,12,2,0,0,2,0,0
positive,C13H27O_001,C13H27O,False,True,-0.5623276499355692,0.5698810353005329,0.18500232379414142,0,12,1,0,0,0,0,0
positive,C13H27_001,C13H27,False,True,-0.5196055206372849,0.5947551203210125,0.16422341250603703,0,12,0,0,0,0,0,0
positive,C13H28O2_001,C13H28O2,False,True,-0.6169225642076802,0.5396024770075711,0.21196587917756407,0,12,1,0,0,1,0,0
positive,C13H28_001,C13H28,False,True,-0.5196055206372849,0.5947551203210125,0.16422341250603703,0,12,0,0,0,0,0,0
positive,C14H27O_001,C14H27O,False,True,-0.5917148273582367,0.5533775237120613,0.19947163632557038,0,13,0,0,1,0,0,0
positive,C14H27_001,C14H27,False,True,-0.5524655408410849,0.5755290692271174,0.18017557107119725,0,12,0,1,0,0,0,0
positive,C14H28O3_001,C14H28O3,False,True,-0.6890318709286318,0.5020618945729735,0.2479423568362566,0,13,1,0,1,1,0,0
positive,C14H28O_001,C14H28O,False,True,-0.5917148273582367,0.5533775237120613,0.19947163632557038,0,13,0,0,1,0,0,0
positive,C14H28O_002,C14H28O,True,True,-0.6483502392869606,0.5229077381934775,0.22761702627566344,0,13,2,0,0,0,0,0
positive,C14H28_001,C14H28,False,True,-0.5524655408410849,0.5755290692271174,0.18017557107119725,0,12,0,1,0,0,0,0
positive,C14H29O2_001,C14H29O2,False,True,-0.6602230242607873,0.5167360769579782,0.23354401931396518,0,13,1,0,0,1,0,0
positive,C14H29O2_002,C14H29O2,False,True,-0.6602230242607873,0.5167360769579782,0.23354401931396518,0,13,1,0,0,1,0,0
positive,C14H29O4_001,C14H29O4,False,True,-0.7575400678311826,0.468818270845997,0.2821540293870367,0,13,2,0,0,2,0,0
positive,C14H29O_001,C14H29O,False,True,-0.6056281099886762,0.5457315395344573,0.20635983417373432,0,13,1,0,0,0,0,0
positive,C14H29_001,C14H29,False,True,-0.562905980690392,0.5695515508559055,0.18528586737055613,0,13,0,0,0,0,0,0
positive,C14H30O2_001,C14H30O2,False,True,-0.6602230242607873,0.5167360769579782,0.23354401931396518,0,13,1,0,0,1,0,0
positive,C14H30_001,C14H30,False,True,-0.562905980690392,0.5695515508559055,0.18528586737055613,0,13,0,0,0,0,0,0
positive,C15H29O_001,C15H29O,False,True,-0.6350152874113437,0.5299273870376969,0.2209682614572072,0,14,0,0,1,0,0,0
positive,C15H29_001,C15H29,False,True,-0.595766000894192,0.5511402302245632,0.20147509292285817,0,13,0,1,0,0,0,0
positive,C15H30O3_001,C15H30O3,False,True,-0.7323323309817389,0.4807863285403121,0.2695828366306487,0,14,1,0,1,1,0,0
positive,C15H30O_001,C15H30O,False,True,-0.6350152874113437,0.5299273870376969,0.2209682614572072,0,14,0,0,1,0,0,0
positive,C15H30O_002,C15H30O,True,True,-0.6916506993400676,0.5007488007533291,0.24925175994923912,0,14,2,0,0,0,0,0
positive,C15H30_001,C15H30,False,True,-0.595766000894192,0.5511402302245632,0.20147509292285817,0,13,0,1,0,0,0,0
positive,C15H31O2_001,C15H31O2,False,True,-0.7035234843138943,0.4948386721845516,0.2551879671202669,0,14,1,0,0,1,0,0
positive,C15H31O2_002,C15H31O2,False,True,-0.7035234843138943,0.4948386721845516,0.2551879671202669,0,14,1,0,0,1,0,0
positive,C15H31O4_001,C15H31O4,False,True,-0.8008405278842896,0.44895144927176506,0.3036545052596882,0,14,2,0,0,2,0,0
positive,C15H31O_001,C15H31O,False,True,-0.6489285700417833,0.5226054119972405,0.22790559265432445,0,14,1,0,0,0,0,0
positive,C15H31_001,C15H31,False,True,-0.606206440743499,0.5454160174481252,0.20664659719272324,0,14,0,0,0,0,0,0
positive,C15H32O2_001,C15H32O2,False,True,-0.7035234843138943,0.4948386721845516,0.2551879671202669,0,14,1,0,0,1,0,0
positive,C15H32_001,C15H32,False,True,-0.606206440743499,0.5454160174481252,0.20664659719272324,0,14,0,0,0,0,0,0
positive,C16H31_001,C16H31,False,True,-0.639066460947299,0.5277849019509999,0.22298709882542675,0,14,0,1,0,0,0,0
positive,C16H32O3_001,C16H32O3,False,True,-0.775632791034846,0.46041234399571634,0.2911548385121971,0,15,1,0,1,1,0,0
positive,C16H32O_001,C16H32O,True,True,-0.7349511593931747,0.4795288788844031,0.2708901879153263,0,15,2,0,0,0,0,0
positive,C16H32_001,C16H32,False,True,-0.639066460947299,0.5277849019509999,0.22298709882542675,0,14,0,1,0,0,0,0
positive,C16H33O2_001,C16H33O2,False,True,-0.7468239443670014,0.47386920017446926,0.27681361852505265,0,15,1,0,0,1,0,0
positive,C16H33O2_002,C16H33O2,False,True,-0.7468239443670014,0.47386920017446926,0.27681361852505265,0,15,1,0,0,1,0,0
positive,C16H33O4_001,C16H33O4,False,True,-0.8441409879373967,0.4299265116939698,0.3249837820694056,0,15,2,0,0,2,0,0
positive,C16H33O_001,C16H33O,False,True,-0.6922290300948903,0.5004592860471115,0.24954092489656154,0,15,1,0,0,0,0,0
positive,C16H33_001,C16H33,False,True,-0.6495069007966061,0.5223032605949915,0.22819417483817656,0,15,0,0,0,0,0,0
positive,C16H34O2_001,C16H34O2,False,True,-0.7468239443670014,0.47386920017446926,0.27681361852505265,0,15,1,0,0,1,0,0
positive,C16H34_001,C16H34,False,True,-0.6495069007966061,0.5223032605949915,0.22819417483817656,0,15,0,0,0,0,0,0
positive,C2H2O_001,C2H2O,False,True,-0.06166886687164455,0.9401941646860471,0.003576737937599655,0,0,0,1,1,0,0,0
positive,C2H2_001,C2H2,False,True,-0.026058611417370776,0.9742779841216864,0.0006616221008442157,1,0,0,0,0,0,0,0
positive,C2H3O2_001,C2H3O2,False,True,-0.11483143601923598,0.8915164087966347,0.011768689560378869,0,1,1,0,1,0,0,0
positive,C2H3O3_001,C2H3O3,False,True,-0.169426350291347,0.8441489235132453,0.024289558042080255,0,1,1,0,1,1,0,0
positive,C2H3O_001,C2H3O,False,True,-0.07558214950208422,0.9272035580946495,0.005299321954079071,0,0,1,1,0,0,0,0
positive,C2H3O_002,C2H3O,False,True,-0.0721093067209517,0.9304291880890104,0.004840097869954288,0,1,0,0,1,0,0,0
positive,C2H3_001,C2H3,False,True,-0.03286002020379993,0.9676740049190027,0.0010449699579766626,0,0,0,1,0,0,0,0
positive,C2H4O3_001,C2H4O3,False,True,-0.169426350291347,0.8441489235132453,0.024289558042080255,0,1,1,0,1,1,0,0
positive,C2H4O_001,C2H4O,False,True,-0.0721093067209517,0.9304291880890104,0.004840097869954288,0,1,0,0,1,0,0,0
positive,C2H4O_002,C2H4O,True,True,-0.12874471864967563,0.8791983798495822,0.014593031430965839,0,1,2,0,0,0,0,0
positive,C2H4_001,C2H4,False,True,-0.03286002020379993,0.9676740049190027,0.0010449699579766626,0,0,0,1,0,0,0,0
positive,C2H5O2_001,C2H5O2,False,True,-0.1406175036235024,0.8688215692520236,0.017207780693501644,0,1,1,0,0,1,0,0
positive,C2H5O2_002,C2H5O2,False,True,-0.1406175036235024,0.8688215692520236,0.017207780693501644,0,1,1,0,0,1,0,0
positive,C2H5O3_001,C2H5O3,False,True,-0.1406175036235024,0.8688215692520236,0.017207780693501644,0,1,1,0,0,1,0,0
positive,C2H5O4_001,C2H5O4,False,True,-0.1406175036235024,0.8688215692520236,0.017207780693501644,0,1,1,0,0,1,0,0
positive,C2H5O_001,C2H5O,False,True,-0.08602258935139136,0.91757350359574,0.006794127309481491,0,1,1,0,0,0,0,0
positive,C2H5O_002,C2H5O,False,True,-0.08602258935139136,0.91757350359574,0.006794127309481491,0,1,1,0,0,0,0,0
positive,C2H5_001,C2H5,False,True,-0.04330046005310707,0.95762361919389,0.0017957576502244436,0,1,0,0,0,0,0,0
positive,C2H6O2_001,C2H6O2,False,True,-0.1406175036235024,0.8688215692520236,0.017207780693501644,0,1,1,0,0,1,0,0
positive,C2H6O_001,C2H6O,False,True,-0.08602258935139136,0.91757350359574,0.006794127309481491,0,1,1,0,0,0,0,0
positive,C2H6_001,C2H6,False,True,-0.04330046005310707,0.95762361919389,0.0017957576502244436,0,1,0,0,0,0,0,0
positive,C2HO_001,C2HO,False,True,-0.06166886687164455,0.9401941646860471,0.003576737937599655,0,0,0,1,1,0,0,0
positive,C2H_001,C2H,False,True,-0.026058611417370776,0.9742779841216864,0.0006616221008442157,1,0,0,0,0,0,0,0
positive,C3H2_001,C3H2,False,True,-0.08660092010621415,0.9170429960380045,0.00688186450635053,0,2,0,0,0,0,0,0
positive,C3H3O_001,C3H3O,False,True,-0.10496932692475162,0.9003521387316288,0.009929696255360557,0,1,0,1,1,0,0,0
positive,C3H3_001,C3H3,False,True,-0.08660092010621415,0.9170429960380045,0.00688186450635053,0,2,0,0,0,0,0,0
positive,C3H4O_001,C3H4O,False,True,-0.10496932692475162,0.9003521387316288,0.009929696255360557,0,1,0,1,1,0,0,0
positive,C3H4_001,C3H4,False,True,-0.06572004040759986,0.936392979795982,0.004045853019234352,0,0,0,2,0,0,0,0
positive,C3H4_002,C3H4,False,True,-0.06935907147047785,0.9329916092555367,0.004490124430162674,1,1,0,0,0,0,0,0
positive,C3H5O2_001,C3H5O2,False,True,-0.11540976677405877,0.8910009665014309,0.011880789303622189,0,2,0,0,1,0,0,0
positive,C3H5O3_001,C3H5O3,False,True,-0.21272681034445406,0.8083769472733803,0.03671939433626888,0,2,1,0,1,1,0,0
positive,C3H5O_001,C3H5O,False,True,-0.1188826095551913,0.8879120270320505,0.012563713684063773,0,1,1,1,0,0,0,0
positive,C3H5O_002,C3H5O,False,True,-0.1188826095551913,0.8879120270320505,0.012563713684063773,0,1,1,1,0,0,0,0
positive,C3H5O_003,C3H5O,False,True,-0.11540976677405877,0.8910009665014309,0.011880789303622189,0,2,0,0,1,0,0,0
positive,C3H5_001,C3H5,False,True,-0.076160480256907,0.9266674827903816,0.0053776580802989814,0,1,0,1,0,0,0,0
positive,C3H6O3_001,C3H6O3,False,True,-0.21272681034445406,0.8083769472733803,0.03671939433626888,0,2,1,0,1,1,0,0
positive,C3H6O_001,C3H6O,False,True,-0.1188826095551913,0.8879120270320505,0.012563713684063773,0,1,1,1,0,0,0,0
positive,C3H6O_002,C3H6O,False,True,-0.11540976677405877,0.8910009665014309,0.011880789303622189,0,2,0,0,1,0,0,0
positive,C3H6O_003,C3H6O,True,True,-0.17204517870278271,0.8419411345009614,0.02498260496284317,0,2,2,0,0,0,0,0
positive,C3H6_001,C3H6,False,True,-0.076160480256907,0.9266674827903816,0.0053776580802989814,0,1,0,1,0,0,0,0
positive,C3H7O2_001,C3H7O2,False,True,-0.18391796367660945,0.8320040555808378,0.02822263734128624,0,2,1,0,0,1,0,0
positive,C3H7O2_002,C3H7O2,False,True,-0.18391796367660945,0.8320040555808378,0.02822263734128624,0,2,1,0,0,1,0,0
positive,C3H7O3_001,C3H7O3,False,True,-0.18391796367660945,0.8320040555808378,0.02822263734128624,0,2,1,0,0,1,0,0
positive,C3H7O4_001,C3H7O4,False,True,-0.2812350072470048,0.7548509191975488,0.06009807181828677,0,2,2,0,0,2,0,0
positive,C3H7O_001,C3H7O,False,True,-0.12932304940449843,0.8786900593897704,0.01471610169085743,0,2,1,0,0,0,0,0
positive,C3H7O_002,C3H7O,False,True,-0.12932304940449843,0.8786900593897704,0.01471610169085743,0,2,1,0,0,0,0,0
positive,C3H7_001,C3H7,False,True,-0.08660092010621415,0.9170429960380045,0.00688186450635053,0,2,0,0,0,0,0,0
positive,C3H8O2_001,C3H8O2,False,True,-0.18391796367660945,0.8320040555808378,0.02822263734128624,0,2,1,0,0,1,0,0
positive,C3H8_001,C3H8,False,True,-0.08660092010621415,0.9170429960380045,0.00688186450635053,0,2,0,0,0,0,0,0
positive,C4H10O2_001,C4H10O2,False,True,-0.22721842372971654,0.7967467348893164,0.04131188977815385,0,3,1,0,0,1,0,0
positive,C4H10_001,C4H10,False,True,-0.12990138015932123,0.8781820328223221,0.01483961712730181,0,3,0,0,0,0,0,0
positive,C4H5O_001,C4H5O,False,True,-0.1482697869778587,0.8621984736411418,0.018989260666831098,0,2,0,1,1,0,0,0
positive,C4H6O_001,C4H6O,False,True,-0.1482697869778587,0.8621984736411418,0.018989260666831098,0,2,0,1,1,0,0,0
positive,C4H6_001,C4H6,False,True,-0.10902050046070694,0.8967120342999795,0.010668403858448616,0,1,0,2,0,0,0,0
positive,C4H7O2_001,C4H7O2,False,True,-0.15871022682716585,0.8532435702463542,0.021537449674036768,0,3,0,0,1,0,0,0
positive,C4H7O3_001,C4H7O3,False,True,-0.2560272703975612,0.7741208579208428,0.05102138682641606,0,3,1,0,1,1,0,0
positive,C4H7O3_002,C4H7O3,False,True,-0.2560272703975612,0.7741208579208428,0.05102138682641606,0,3,1,0,1,1,0,0
positive,C4H7O_001,C4H7O,False,True,-0.16218306960829837,0.8502855288522154,0.02241442287106082,0,2,1,1,0,0,0,0
positive,C4H7O_002,C4H7O,False,True,-0.16218306960829837,0.8502855288522154,0.02241442287106082,0,2,1,1,0,0,0,0
positive,C4H7O_003,C4H7O,False,True,-0.15871022682716585,0.8532435702463542,0.021537449674036768,0,3,0,0,1,0,0,0
positive,C4H7_001,C4H7,False,True,-0.11946094031001409,0.887398668659017,0.012679059819761852,0,2,0,1,0,0,0,0
positive,C4H8O2_001,C4H8O2,False,True,-0.2167779838804094,0.8051086965727619,0.03798262015156781,0,2,1,1,0,1,0,0
positive,C4H8O2_002,C4H8O2,False,True,-0.15871022682716585,0.8532435702463542,0.021537449674036768,0,3,0,0,1,0,0,0
positive,C4H8O3_001,C4H8O3,False,True,-0.2560272703975612,0.7741208579208428,0.05102138682641606,0,3,1,0,1,1,0,0
positive,C4H8O4_001,C4H8O4,False,True,-0.3140950274508047,0.7304496120966826,0.0726574116188289,0,2,2,1,0,2,0,0
positive,C4H8O_001,C4H8O,False,True,-0.16218306960829837,0.8502855288522154,0.02241442287106082,0,2,1,1,0,0,0,0
positive,C4H8O_002,C4H8O,False,True,-0.15871022682716585,0.8532435702463542,0.021537449674036768,0,3,0,0,1,0,0,0
positive,C4H8O_003,C4H8O,True,True,-0.2153456387558898,0.8062627163690205,0.03753413506871061,0,3,2,0,0,0,0,0
positive,C4H8_001,C4H8,False,True,-0.11946094031001409,0.887398668659017,0.012679059819761852,0,2,0,1,0,0,0,0
positive,C4H9O2_001,C4H9O2,False,True,-0.22721842372971654,0.7967467348893164,0.04131188977815385,0,3,1,0,0,1,0,0
positive,C4H9O2_002,C4H9O2,False,True,-0.22721842372971654,0.7967467348893164,0.04131188977815385,0,3,1,0,0,1,0,0
positive,C4H9O3_001,C4H9O3,False,True,-0.22721842372971654,0.7967467348893164,0.04131188977815385,0,3,1,0,0,1,0,0
positive,C4H9O4_001,C4H9O4,False,True,-0.32453546730011185,0.7228630691937914,0.07680487841668525,0,3,2,0,0,2,0,0
positive,C4H9O_001,C4H9O,False,True,-0.17262350945760552,0.8414543548225262,0.025136721604741428,0,3,1,0,0,0,0,0
positive,C4H9O_002,C4H9O,False,True,-0.17262350945760552,0.8414543548225262,0.025136721604741428,0,3,1,0,0,0,0,0
positive,C4H9_001,C4H9,False,True,-0.12990138015932123,0.8781820328223221,0.01483961712730181,0,3,0,0,0,0,0,0
positive,C5H10O2_001,C5H10O2,False,True,-0.2600784439335165,0.7709911038564836,0.05244507451287187,0,3,1,1,0,1,0,0
positive,C5H10O3_001,C5H10O3,False,True,-0.29932773045066824,0.7413164176556367,0.06691719577451298,0,4,1,0,1,1,0,0
positive,C5H10O_001,C5H10O,False,True,-0.2020106868802729,0.8170861957932299,0.033457459769392614,0,4,0,0,1,0,0,0
positive,C5H10O_002,C5H10O,True,True,-0.25864609880899686,0.7720962204703983,0.05194013272387731,0,4,2,0,0,0,0,0
positive,C5H10_001,C5H10,False,True,-0.16276140036312117,0.8497939247490875,0.022561865042282775,0,3,0,1,0,0,0,0
positive,C5H11O2_001,C5H11O2,False,True,-0.2705188837828236,0.762983491845622,0.05617682513769434,0,4,1,0,0,1,0,0
positive,C5H11O2_002,C5H11O2,False,True,-0.2705188837828236,0.762983491845622,0.05617682513769434,0,4,1,0,0,1,0,0
positive,C5H11O4_001,C5H11O4,False,True,-0.3678359273532189,0.6922307485029618,0.09472191216704712,0,4,2,0,0,2,0,0
positive,C5H11O_001,C5H11O,False,True,-0.21592396951071258,0.8057965646516072,0.03771497430111738,0,4,1,0,0,0,0,0
positive,C5H11_001,C5H11,False,True,-0.1732018402124283,0.8409678565823597,0.025291222640008902,0,4,0,0,0,0,0,0
positive,C5H12O2_001,C5H12O2,False,True,-0.2705188837828236,0.762983491845622,0.05617682513769434,0,4,1,0,0,1,0,0
positive,C5H12_001,C5H12,False,True,-0.1732018402124283,0.8409678565823597,0.025291222640008902,0,4,0,0,0,0,0,0
positive,C5H7O_001,C5H7O,False,True,-0.19157024703096578,0.825661622791678,0.030393869767631174,0,3,0,1,1,0,0,0
positive,C5H8O_001,C5H8O,False,True,-0.19157024703096578,0.825661622791678,0.030393869767631174,0,3,0,1,1,0,0,0
positive,C5H9O2_001,C5H9O2,False,True,-0.2447328161785572,0.7829136921714851,0.04712646504661673,0,4,1,0,1,0,0,0
positive,C5H9O2_002,C5H9O2,False,True,-0.2447328161785572,0.7829136921714851,0.04712646504661673,0,4,1,0,1,0,0,0
positive,C5H9O3_001,C5H9O3,False,True,-0.29932773045066824,0.7413164176556367,0.06691719577451298,0,4,1,0,1,1,0,0
positive,C5H9O3_002,C5H9O3,False,True,-0.29932773045066824,0.7413164176556367,0.06691719577451298,0,4,1,0,1,1,0,0
positive,C5H9O_001,C5H9O,False,True,-0.20548352966140546,0.8142535054876494,0.034501760223626686,0,3,1,1,0,0,0,0
positive,C5H9O_002,C5H9O,False,True,-0.2020106868802729,0.8170861957932299,0.033457459769392614,0,4,0,0,1,0,0,0
positive,C5H9_001,C5H9,False,True,-0.16276140036312117,0.8497939247490875,0.022561865042282775,0,3,0,1,0,0,0,0
positive,C6H10O_001,C6H10O,False,True,-0.23487070708407284,0.7906730714472672,0.04381776301732091,0,4,0,1,1,0,0,0
positive,C6H11O_001,C6H11O,False,True,-0.24878398971451252,0.7797483888663949,0.04851077220694881,0,4,1,1,0,0,0,0
positive,C6H11O_002,C6H11O,False,True,-0.24531114693337996,0.7824610400088804,0.04732319911401794,0,5,0,0,1,0,0,0
positive,C6H11_001,C6H11,False,True,-0.20606186041622823,0.8137827337872015,0.034676870235768285,0,4,0,1,0,0,0,0
positive,C6H12O2_001,C6H12O2,False,True,-0.30337890398662354,0.7383192912413383,0.06847679333643551,0,4,1,1,0,1,0,0
positive,C6H12O3_001,C6H12O3,False,True,-0.3426281905037753,0.7099021108432402,0.0841567852932077,0,5,1,0,1,1,0,0
positive,C6H12O_001,C6H12O,False,True,-0.24531114693337996,0.7824610400088804,0.04732319911401794,0,5,0,0,1,0,0,0
positive,C6H12O_002,C6H12O,True,True,-0.3019465588621039,0.7393775770127864,0.06792404736372609,0,5,2,0,0,0,0,0
positive,C6H12_001,C6H12,False,True,-0.20606186041622823,0.8137827337872015,0.034676870235768285,0,4,0,1,0,0,0,0
positive,C6H13O2_001,C6H13O2,False,True,-0.3138193438359307,0.7306510128463964,0.07254887688067209,0,5,1,0,0,1,0,0
positive,C6H13O2_002,C6H13O2,False,True,-0.3138193438359307,0.7306510128463964,0.07254887688067209,0,5,1,0,0,1,0,0
positive,C6H13O4_001,C6H13O4,False,True,-0.41113638740632596,0.6628965146987019,0.1136387598022825,0,5,2,0,0,2,0,0
positive,C6H13O_001,C6H13O,False,True,-0.25922442956381964,0.7716498225756756,0.05214380352972043,0,5,1,0,0,0,0,0
positive,C6H13_001,C6H13,False,True,-0.21650230026553535,0.8053306824461276,0.037896143196890414,0,5,0,0,0,0,0,0
positive,C6H14O2_001,C6H14O2,False,True,-0.3138193438359307,0.7306510128463964,0.07254887688067209,0,5,1,0,0,1,0,0
positive,C6H14_001,C6H14,False,True,-0.21650230026553535,0.8053306824461276,0.037896143196890414,0,5,0,0,0,0,0,0
positive,C6H9O_001,C6H9O,False,True,-0.23487070708407284,0.7906730714472672,0.04381776301732091,0,4,0,1,1,0,0,0
positive,C7H12O_001,C7H12O,False,True,-0.27817116713717993,0.7571672082784812,0.05896776473526655,0,5,0,1,1,0,0,0
positive,C7H13O_001,C7H13O,False,True,-0.2886116069864871,0.7493031730115192,0.06284889906209229,0,6,0,0,1,0,0,0
positive,C7H13_001,C7H13,False,True,-0.2493623204693353,0.7792975667667978,0.04870956403505605,0,5,0,1,0,0,0,0
positive,C7H14O3_001,C7H14O3,False,True,-0.3859286505568824,0.6798190286590858,0.1025158544088113,0,6,1,0,1,1,0,0
positive,C7H14O_001,C7H14O,False,True,-0.2886116069864871,0.7493031730115192,0.06284889906209229,0,6,0,0,1,0,0,0
positive,C7H14O_002,C7H14O,True,True,-0.34524701891521103,0.7080454312497937,0.08523747021411894,0,6,2,0,0,0,0,0
positive,C7H14_001,C7H14,False,True,-0.2493623204693353,0.7792975667667978,0.04870956403505605,0,5,0,1,0,0,0,0
positive,C7H15O2_001,C7H15O2,False,True,-0.35711980388903775,0.6996886672896476,0.09018689655426795,0,6,1,0,0,1,0,0
positive,C7H15O2_002,C7H15O2,False,True,-0.35711980388903775,0.6996886672896476,0.09018689655426795,0,6,1,0,0,1,0,0
