epoch,mean_species_nll,equivalent_action_accuracy,mean_target_probability,gradient_norm,seconds
80,0.9994810223579407,0.5816243886947632,0.45574629306793213,0.29767173528671265,0.031244042002072092
81,0.9936437010765076,0.5937498807907104,0.4548799991607666,0.19683611392974854,0.032438583999464754
82,0.9846441745758057,0.6041442155838013,0.46604084968566895,0.24244117736816406,0.0319461670005694
83,0.980477511882782,0.6283409595489502,0.4622501730918884,0.14728540182113647,0.03190783299942268
84,1.0001816749572754,0.5782737731933594,0.4479016959667206,0.3731691837310791,0.031671374999859836
85,0.9858149290084839,0.6232686042785645,0.4579814672470093,0.3281065821647644,0.03163758300070185
86,0.9736441373825073,0.6237038373947144,0.4638616442680359,0.2198299616575241,0.03446429199902923
87,0.9725319147109985,0.6216621994972229,0.46407634019851685,0.13839413225650787,0.03008974999829661
88,0.9614936113357544,0.6141160726547241,0.4688345789909363,0.3720720410346985,0.03189620899865986
89,0.9800868034362793,0.5877559781074524,0.4603118598461151,0.17972047626972198,0.03119495800274308
90,0.9605382084846497,0.6331540942192078,0.47385483980178833,0.2637391686439514,0.032888375000766246
91,0.9712536334991455,0.6059683561325073,0.4623123109340668,0.1944495290517807,0.0329534579977917
92,0.9742707014083862,0.630779504776001,0.4532432556152344,0.315899133682251,0.03259141700254986
93,0.9712234735488892,0.6309235692024231,0.461227148771286,0.1796615719795227,0.03238866599713219
94,0.9600045680999756,0.6372023820877075,0.4712792634963989,0.231613427400589,0.03250816699801362
95,0.9650448560714722,0.6312403678894043,0.4705522358417511,0.18935532867908478,0.03184266699827276
96,0.9542213082313538,0.6326164603233337,0.4778501093387604,0.19141995906829834,0.032749334000982344
97,0.9516619443893433,0.6538113951683044,0.48159053921699524,0.26806432008743286,0.03311312499863561
98,0.9599426984786987,0.5987454652786255,0.4667391777038574,0.24707432091236115,0.03215187499881722
99,0.9341833591461182,0.6582789421081543,0.4777570366859436,0.14507824182510376,0.0316615420015296
100,0.9381250143051147,0.6704524755477905,0.4741990864276886,0.2759617567062378,0.032805415998154785
101,0.9328529834747314,0.7004319429397583,0.47778475284576416,0.24522164463996887,0.034604209002282005
102,0.9424520134925842,0.645964503288269,0.4717606008052826,0.24646955728530884,0.0316015829994285
103,0.9196398854255676,0.6755215525627136,0.47861143946647644,0.19030427932739258,0.032497167001565685
104,0.9195941686630249,0.691224992275238,0.48198962211608887,0.16263969242572784,0.03186016700055916
105,0.9241976737976074,0.633960485458374,0.4749586880207062,0.17077617347240448,0.032644374998199055
106,0.9191834926605225,0.634594202041626,0.4802360236644745,0.19523674249649048,0.032503916998393834
107,0.9209096431732178,0.637563943862915,0.48964256048202515,0.311238169670105,0.03361866699924576
108,0.9134103655815125,0.6822035908699036,0.487804651260376,0.19814839959144592,0.032006499997805804
109,0.8965647220611572,0.6967068910598755,0.497622549533844,0.2276480495929718,0.03258416699827649
110,0.8898915648460388,0.710851788520813,0.49316057562828064,0.23488473892211914,0.032195292002143105
111,0.8941951394081116,0.6862038373947144,0.49678295850753784,0.2994433045387268,0.03350254199904157
112,0.8973096609115601,0.6747151613235474,0.4835125803947449,0.2634091377258301,0.031976999998732936
113,0.8859638571739197,0.6483326554298401,0.49458616971969604,0.311122864484787,0.03217129100085003
114,0.8801754117012024,0.6488350629806519,0.4997096359729767,0.19669319689273834,0.030743250001251
115,0.8655294179916382,0.6471325159072876,0.505370020866394,0.2869856357574463,0.03272162500070408
116,0.8824816942214966,0.6557314991950989,0.49775514006614685,0.47876593470573425,0.0307979580029496
117,0.8753384947776794,0.6374167203903198,0.5066421627998352,0.3417516052722931,0.03258529099912266
118,0.8654287457466125,0.7136167883872986,0.5078908205032349,0.42419299483299255,0.03141970900105662
119,0.8842251300811768,0.6754031777381897,0.4917905628681183,0.37602612376213074,0.03161512500082608
120,0.8861486315727234,0.6753199100494385,0.49515679478645325,0.5218210816383362,0.032344958002795465
121,0.8703195452690125,0.7024320363998413,0.5012985467910767,0.27889877557754517,0.031955000002199085
122,0.8731541633605957,0.6629735827445984,0.4973151683807373,0.38677772879600525,0.032785290997708216
123,0.8584100008010864,0.6802995204925537,0.5023664236068726,0.2594296932220459,0.033522416997584514
124,0.8327571153640747,0.7361269593238831,0.5192968249320984,0.29830119013786316,0.03306358299960266
125,0.8593940138816833,0.6642696261405945,0.5026477575302124,0.4722745716571808,0.03263912500187871
126,0.8424785137176514,0.7022432684898376,0.5126733779907227,0.3500216007232666,0.0324063340012799
127,0.8223657608032227,0.699420690536499,0.528389036655426,0.32860636711120605,0.03258674999960931
128,0.8298146724700928,0.7015968561172485,0.5260264873504639,0.41932085156440735,0.03249912499813945
129,0.8177298307418823,0.716503381729126,0.529119074344635,0.31742027401924133,0.033430709001549985
130,0.8029612898826599,0.6937627792358398,0.5299426913261414,0.25069552659988403,0.033548708001035266
131,0.8166309595108032,0.7136839628219604,0.5161261558532715,0.27100491523742676,0.030120415998680983
132,0.7963117957115173,0.735298216342926,0.5288596153259277,0.3357812464237213,0.03358987499814248
133,0.8030569553375244,0.7299249768257141,0.5240651965141296,0.26636582612991333,0.03289970900004846
134,0.8066300749778748,0.7484222650527954,0.523198664188385,0.24364188313484192,0.03183700000226963
135,0.8085352182388306,0.7540257573127747,0.527461051940918,0.3206714987754822,0.03256324999892968
136,0.7998629808425903,0.7406777143478394,0.528309166431427,0.3255423605442047,0.03319325000120443
137,0.8046346306800842,0.7397240996360779,0.528725266456604,0.2769012153148651,0.03193758300039917
138,0.7887620329856873,0.7372342944145203,0.534101128578186,0.3355867862701416,0.031510000000707805
139,0.7943307757377625,0.7232654094696045,0.5284267663955688,0.32379013299942017,0.031049375000293367
140,0.776668906211853,0.7631303668022156,0.5424449443817139,0.31393933296203613,0.03309354199882364
141,0.7654288411140442,0.7215308547019958,0.5462351441383362,0.38599514961242676,0.030796625000220956
142,0.76454097032547,0.7532256841659546,0.5480328798294067,0.2411552369594574,0.032494375001988374
143,0.7726771831512451,0.7170538306236267,0.5415525436401367,0.25681108236312866,0.03311937499893247
144,0.759189248085022,0.7253551483154297,0.5485283732414246,0.30503350496292114,0.03273529200305347
145,0.7598824501037598,0.7398200631141663,0.5430425405502319,0.24476420879364014,0.0332362090011884
146,0.7572525143623352,0.7645032405853271,0.5485233664512634,0.45618361234664917,0.0331964169999992
147,0.755813479423523,0.7343700528144836,0.5485153198242188,0.3743225038051605,0.03239183299956494
148,0.7508233785629272,0.7264943718910217,0.5500953197479248,0.26906678080558777,0.032335915999283316
149,0.7587988376617432,0.7465660572052002,0.5525344014167786,0.3146139979362488,0.03244545800043852
150,0.746658444404602,0.7973341941833496,0.5548532009124756,0.35870370268821716,0.03140025000175228
151,0.7445206642150879,0.7369847297668457,0.5580903887748718,0.25033000111579895,0.031696792000730056
152,0.7384986877441406,0.7336788773536682,0.5593201518058777,0.35313037037849426,0.031595000000379514
153,0.723115086555481,0.7613414525985718,0.5640642046928406,0.30240684747695923,0.03167504199882387
154,0.7397193908691406,0.7100581526756287,0.5588079690933228,0.24680159986019135,0.03285016700101551
155,0.7268354296684265,0.7288433909416199,0.5653336048126221,0.41853323578834534,0.032131832998857135
156,0.7186136245727539,0.7425850629806519,0.5616832971572876,0.23057450354099274,0.032958250001684064
157,0.7167824506759644,0.7847124934196472,0.5634915828704834,0.4692676365375519,0.05146441699980642
158,0.7335999011993408,0.7407321333885193,0.5611137747764587,0.30623266100883484,0.04045512499942561
159,0.7188228368759155,0.7637960910797119,0.5712403059005737,0.3475048840045929,0.03768941700036521
160,0.7039304971694946,0.7762511372566223,0.5822876691818237,0.31169751286506653,0.03310879099808517
161,0.7381250262260437,0.732833981513977,0.5696993470191956,0.5218393206596375,0.032949374999589054
162,0.6916848421096802,0.7901592254638672,0.581012487411499,0.330469012260437,0.031079709002369782
163,0.7134830951690674,0.757286787033081,0.5710781812667847,0.32954952120780945,0.032266083999275
164,0.7106192708015442,0.7596805095672607,0.5741642713546753,0.3229716718196869,0.03316854199874797
165,0.7137026190757751,0.7643688321113586,0.5698659420013428,0.3458389639854431,0.03111929100123234
166,0.714194655418396,0.7756302952766418,0.5748034715652466,0.46383926272392273,0.033298957998340484
167,0.6921351552009583,0.7881718873977661,0.5850458145141602,0.6602099537849426,0.03326891699907719
168,0.7126084566116333,0.7579715847969055,0.5816282629966736,0.25639861822128296,0.03408891700019012
169,0.6976711750030518,0.7440410852432251,0.5787676572799683,0.6568242311477661,0.033921542002644856
170,0.70970618724823,0.7724813222885132,0.5772954225540161,0.45675337314605713,0.033862459000374656
171,0.6874468922615051,0.8002687096595764,0.5839534997940063,0.5428013205528259,0.03177466700071818
172,0.6829919219017029,0.7504127025604248,0.5846630930900574,0.2966485321521759,0.03328766699996777
173,0.6912858486175537,0.7591460943222046,0.5872732996940613,0.4661714434623718,0.03220066700305324
174,0.6931718587875366,0.7522528171539307,0.5825778245925903,0.4001213014125824,0.032274165998387616
175,0.6801356673240662,0.7728301286697388,0.587795615196228,0.5158355236053467,0.03158229200198548
176,0.6599836349487305,0.7818515300750732,0.6011690497398376,0.40007254481315613,0.04053841600034502
177,0.6827030181884766,0.7814099192619324,0.5921949744224548,0.45940646529197693,0.03916270800255006
178,0.6493614912033081,0.7871478796005249,0.6042298674583435,0.49384090304374695,0.032128540999110555
179,0.6697769165039062,0.776311993598938,0.6049462556838989,0.5386155247688293,0.032580916998995235
180,0.6869146823883057,0.7747118473052979,0.5932148098945618,0.4689590036869049,0.03173545900062891
181,0.6714829206466675,0.7719020843505859,0.5906198024749756,0.36103156208992004,0.03233354099938879
182,0.6658163070678711,0.7859894037246704,0.5971741080284119,0.3557807505130768,0.033151583000289975
183,0.655634343624115,0.7654601335525513,0.5957483053207397,0.23872941732406616,0.03151616600007401
184,0.6466831564903259,0.7527393102645874,0.6062533855438232,0.38332754373550415,0.03293208299874095
185,0.6588249206542969,0.7520959973335266,0.5975412130355835,0.2928241491317749,0.03236583399848314
186,0.6474473476409912,0.7970941066741943,0.60443115234375,0.26850178837776184,0.03194991700001992
187,0.617413341999054,0.8019904494285583,0.6118084192276001,0.3654101490974426,0.03268570799991721
188,0.6444027423858643,0.7719085216522217,0.602311372756958,0.24717792868614197,0.031477417000132846
189,0.636561930179596,0.789516031742096,0.6052584052085876,0.3480833172798157,0.03288929199698032
190,0.6453548669815063,0.7655304670333862,0.6084514856338501,0.31386858224868774,0.03267641700222157
191,0.639249324798584,0.7838900685310364,0.6139071583747864,0.34509748220443726,0.03379970799869625
192,0.6406110525131226,0.7903832793235779,0.612823486328125,0.3845401406288147,0.032565833997068694
193,0.6364286541938782,0.7965724468231201,0.6131507158279419,0.3683335781097412,0.032428540998807875
194,0.6213627457618713,0.8125158548355103,0.6177123785018921,0.3548958897590637,0.031233249999786494
195,0.627612829208374,0.7999326586723328,0.6127640604972839,0.370554655790329,0.03200779200051329
196,0.6207302808761597,0.7920057773590088,0.617027223110199,0.35097402334213257,0.03223587500178837
197,0.6107799410820007,0.8290833234786987,0.6176612377166748,0.45301559567451477,0.03299699999843142
198,0.6222357749938965,0.7797778248786926,0.6163369417190552,0.21709921956062317,0.034519500000897096
199,0.5994629859924316,0.799763023853302,0.6284035444259644,0.4898608922958374,0.033307833000435494
200,0.5990570783615112,0.790373682975769,0.6297883987426758,0.33314549922943115,0.03345545899719582
201,0.6237993240356445,0.791935384273529,0.6293097734451294,0.3879045844078064,0.03200983300121152
202,0.6122007369995117,0.7982525825500488,0.6206527948379517,0.40672409534454346,0.032033915998908924
203,0.6264366507530212,0.7853397130966187,0.6234360337257385,0.44329530000686646,0.032037834000220755
204,0.6067447662353516,0.8084484338760376,0.626095175743103,0.3557330071926117,0.032392375000199536
205,0.5954447984695435,0.7804274559020996,0.6315454244613647,0.3504011332988739,0.03484858400042867
206,0.6072474718093872,0.7975964546203613,0.6351981163024902,0.3403148353099823,0.03424708300008206
207,0.599527895450592,0.79435795545578,0.634306788444519,0.36202770471572876,0.03189104099874385
208,0.6017266511917114,0.7822259664535522,0.6368428468704224,0.5393933653831482,0.03210699999908684
209,0.5983821749687195,0.8011519908905029,0.6309072971343994,0.532571017742157,0.031250249998265645
210,0.5994113087654114,0.8141031265258789,0.6340290307998657,0.6149747967720032,0.03297191599995131
211,0.5782375931739807,0.8265968561172485,0.6459928750991821,0.3243272602558136,0.030701416999363573
212,0.582360029220581,0.8301330208778381,0.6412296295166016,0.32319918274879456,0.032346542000595946
213,0.5550017356872559,0.8350164890289307,0.6487162709236145,0.2836984694004059,0.032177999997657025
214,0.5860368609428406,0.805091381072998,0.6409876346588135,0.3998677134513855,0.032273250002617715
215,0.5656040906906128,0.8190443515777588,0.6506643295288086,0.3290475606918335,0.03190225000071223
216,0.5872646570205688,0.8197515606880188,0.637325644493103,0.6815855503082275,0.031059084001753945
217,0.5787338018417358,0.8356565237045288,0.6450980305671692,0.423368901014328,0.030523624998750165
218,0.5736192464828491,0.835208535194397,0.6468236446380615,0.29510247707366943,0.03259858299861662
219,0.5716903209686279,0.7794257998466492,0.6473242044448853,0.5397561192512512,0.03205304099901696
220,0.5655219554901123,0.7966012954711914,0.6491760015487671,0.411750465631485,0.03173941700151772
221,0.5665143728256226,0.812253475189209,0.6450913548469543,0.34926730394363403,0.03247854100118275
222,0.5802466869354248,0.7970173358917236,0.6440006494522095,0.3621995449066162,0.03365416599990567
223,0.5479033589363098,0.8323667645454407,0.6567081212997437,0.38640037178993225,0.03205650000018068
224,0.5439410209655762,0.8037441372871399,0.661839485168457,0.40146681666374207,0.032989291998092085
225,0.5680093169212341,0.8251407146453857,0.6510960459709167,0.4937186539173126,0.03214825000031851
226,0.5511175990104675,0.8347444534301758,0.664241373538971,0.3482457995414734,0.03345033399818931
227,0.5640753507614136,0.7999519109725952,0.6537439823150635,0.4189302623271942,0.03119962500204565
228,0.562645435333252,0.7827028036117554,0.6589195728302002,0.6244562864303589,0.031396667000080924
229,0.5447556972503662,0.7991358637809753,0.6544256210327148,0.3763280510902405,0.029797209001117153
230,0.5489009618759155,0.8072963953018188,0.6612356305122375,0.4160805940628052,0.03237029199954122
231,0.5417547821998596,0.8164777755737305,0.6550360918045044,0.3972131907939911,0.03220000000146683
232,0.5296733975410461,0.8329460024833679,0.663625180721283,0.5569486021995544,0.031639583001378924
233,0.5262611508369446,0.8107973337173462,0.6672056317329407,0.5026839375495911,0.03182445899801678
234,0.5368159413337708,0.7875831127166748,0.6673320531845093,0.29530763626098633,0.031763375001901295
235,0.5325049757957458,0.8248942494392395,0.6708458662033081,0.3021361231803894,0.031787584000994684
236,0.5296903252601624,0.8300882577896118,0.6681753396987915,0.36119329929351807,0.034444041000824654
237,0.5218826532363892,0.823460578918457,0.6655750274658203,0.3991297483444214,0.046079084000666626
238,0.556928277015686,0.8252815008163452,0.6613129377365112,0.2617258131504059,0.040185583999118535
239,0.5180584192276001,0.8150568604469299,0.6770927906036377,0.7910312414169312,0.03889675000027637
240,0.542046070098877,0.7925434112548828,0.6648491621017456,0.7087842226028442,0.040325707999727456
241,0.512214183807373,0.8254287838935852,0.6798005104064941,0.26076605916023254,0.038778041998739354
242,0.5104901790618896,0.8119943141937256,0.6812597513198853,0.35013678669929504,0.03903654100213316
243,0.530829906463623,0.8084580302238464,0.6719106435775757,0.5072565674781799,0.04669345799993607
244,0.49188295006752014,0.833634078502655,0.682830810546875,0.42440295219421387,0.03952799999751733
245,0.497006356716156,0.8258287310600281,0.6826349496841431,0.3361591696739197,0.03717520799909835
246,0.5057910680770874,0.8182666897773743,0.6755094528198242,0.3447132110595703,0.034995417001482565
247,0.49984461069107056,0.8374454975128174,0.6833057999610901,0.42824774980545044,0.03599825000128476
248,0.48476290702819824,0.8230893611907959,0.6877306699752808,0.2920747697353363,0.036379124998347834
249,0.4862706661224365,0.8320019245147705,0.6856075525283813,0.6339096426963806,0.03612137500022072
250,0.4847450256347656,0.8272207975387573,0.6866028308868408,0.3968771994113922,0.03494345799845178
251,0.5214599370956421,0.8310003280639648,0.6848364472389221,0.4732005298137665,0.033301875002507586
252,0.5108113288879395,0.8233901262283325,0.685746431350708,0.360065758228302,0.033947916999750305
253,0.47279345989227295,0.8275249004364014,0.6994895935058594,0.41817522048950195,0.037531666002905695
254,0.4947519302368164,0.8205292224884033,0.6872801184654236,0.31597650051116943,0.03659141699972679
255,0.5354748368263245,0.7774608731269836,0.6752111911773682,0.46950066089630127,0.037503042000025744
256,0.527409017086029,0.8048034310340881,0.6800314784049988,0.37944817543029785,0.036210874997777864
257,0.4859810769557953,0.8279600739479065,0.7007298469543457,0.5942206382751465,0.03678216600019368
258,0.49635499715805054,0.8388311862945557,0.6941159963607788,0.23531535267829895,0.03706900000179303
259,0.49080267548561096,0.8282929062843323,0.6905139684677124,0.536919891834259,0.03600333299982594
260,0.5000876188278198,0.8321075439453125,0.6915141344070435,0.7032546401023865,0.033380042001226684
261,0.48055002093315125,0.8137799501419067,0.6979923844337463,0.6028499007225037,0.03549083300094935
262,0.48856112360954285,0.799487829208374,0.6918371915817261,0.2724245488643646,0.035533040998416254
263,0.478291392326355,0.8349556922912598,0.694184422492981,0.3407544493675232,0.03487662500265287
264,0.5157897472381592,0.8178250193595886,0.6814707517623901,0.7527770400047302,0.032226457999058766
265,0.47495585680007935,0.8609669208526611,0.7000133991241455,0.6204243302345276,0.03178266699978849
266,0.4605165123939514,0.8577667474746704,0.7127116918563843,0.45260176062583923,0.034972666999237845
267,0.47845348715782166,0.8246414661407471,0.7018494606018066,0.4622337818145752,0.03357749999850057
268,0.47576087713241577,0.8361558318138123,0.7063681483268738,0.23220467567443848,0.03279900000052294
269,0.48500561714172363,0.8146759867668152,0.7044738531112671,0.4126347601413727,0.03486070800136076
270,0.4789935350418091,0.8241261839866638,0.6984001398086548,0.2993929386138916,0.03177387500181794
271,0.47317469120025635,0.8299505710601807,0.7036661505699158,0.43450477719306946,0.03210445800141315
272,0.45576679706573486,0.8352405428886414,0.7109591364860535,0.36929017305374146,0.0314991250015737
273,0.460837185382843,0.8291089534759521,0.7105790376663208,0.35522010922431946,0.03180666700063739
274,0.4925537407398224,0.8100005388259888,0.7006101012229919,0.5309896469116211,0.033590666000236524
275,0.4940314292907715,0.841624915599823,0.698312520980835,0.4773409366607666,0.0377592500008177
276,0.4723910093307495,0.8364405632019043,0.7038549184799194,0.44009578227996826,0.03387116699741455
277,0.4601897597312927,0.8275376558303833,0.7147215604782104,0.8817347884178162,0.037788666999404086
278,0.4673924744129181,0.8337652087211609,0.7099246382713318,0.44366124272346497,0.038369959002011456
279,0.4988640546798706,0.8233165740966797,0.7015953660011292,0.7212771773338318,0.037581249998766
280,0.4767545461654663,0.8041762113571167,0.7071805596351624,0.5768461227416992,0.03261104199918918
281,0.43634089827537537,0.8538273572921753,0.7182894945144653,0.46381068229675293,0.033067709002352785
282,0.47093498706817627,0.8307154774665833,0.7066132426261902,0.5220047235488892,0.03257679200032726
283,0.4665956497192383,0.8227853178977966,0.7103668451309204,0.6004849076271057,0.03489154199996847
284,0.4446406960487366,0.831329882144928,0.7176580429077148,0.542251706123352,0.035162291998858564
285,0.4627038240432739,0.8355861902236938,0.7109271883964539,0.7383859753608704,0.0331949169994914
286,0.4397818148136139,0.8587972521781921,0.721472978591919,0.2176094949245453,0.03853687500304659
287,0.4579356908798218,0.8377175331115723,0.710752010345459,0.4529697597026825,0.0345307089992275
288,0.47597864270210266,0.8140296339988708,0.7091649174690247,0.3717058300971985,0.03541733399833902
289,0.4776538610458374,0.8169960975646973,0.708716630935669,0.510593593120575,0.03391129200099385
290,0.42075809836387634,0.8387383222579956,0.7264283299446106,0.49406710267066956,0.037021957999968436
291,0.43407225608825684,0.8319730758666992,0.7203043699264526,0.32235780358314514,0.032400667001638794
292,0.45710039138793945,0.8263311386108398,0.7136900424957275,0.5682712197303772,0.03642483300063759
293,0.45007383823394775,0.8206124305725098,0.7204627990722656,0.46778813004493713,0.03648445900034858
294,0.4479980766773224,0.8271024227142334,0.7241545915603638,0.8807192444801331,0.03401595900140819
295,0.4682580828666687,0.8149961233139038,0.7179428339004517,0.3540028929710388,0.032616915999824414
296,0.44856682419776917,0.8264528512954712,0.7263263463973999,0.2849927544593811,0.03347983300045598
297,0.430966317653656,0.8292689919471741,0.7245988249778748,0.6141403913497925,0.03400270800193539
298,0.4240981340408325,0.8473212718963623,0.7288915514945984,0.5289185047149658,0.03263850000075763
